    0     0    35	RPs/Img: 0.00	IOU: 0.00%	Recall:0.00%	Precision:-nan%	RMSE:3.84 avgRMSE:3.84	C0: 0.00  C1: 0.00  C2: -nan  C3: 0.00  C4: 0.00 
    1     0    71	RPs/Img: 2.50	IOU: 2.05%	Recall:0.00%	Precision:0.00%	RMSE:3.90 avgRMSE:3.87	C0: 0.00  C1: 0.00  C2: -nan  C3: 0.00  C4: 0.00 
    2     0    72	RPs/Img: 1.67	IOU: 2.02%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:2.91	C0: 0.00  C1: 0.00  C2: -nan  C3: 0.00  C4: 0.00 
    3     0    73	RPs/Img: 1.25	IOU: 1.99%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:2.44	C0: 0.00  C1: 0.00  C2: -nan  C3: 0.00  C4: 0.00 
    4     0    74	RPs/Img: 1.00	IOU: 1.97%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:2.15	C0: 0.00  C1: 0.00  C2: -nan  C3: 0.00  C4: 0.00 
    5     0    86	RPs/Img: 0.83	IOU: 1.69%	Recall:0.00%	Precision:0.00%	RMSE:3.19 avgRMSE:2.32	C0: 0.00  C1: 0.00  C2: -nan  C3: 0.00  C4: 0.00 
    6     0   100	RPs/Img: 0.71	IOU: 1.46%	Recall:0.00%	Precision:0.00%	RMSE:3.48 avgRMSE:2.49	C0: 0.00  C1: 0.00  C2: -nan  C3: 0.00  C4: 0.00 
    7     0   109	RPs/Img: 0.62	IOU: 1.34%	Recall:0.00%	Precision:0.00%	RMSE:2.13 avgRMSE:2.44	C0: 0.00  C1: 0.00  C2: -nan  C3: 0.00  C4: 0.00 
    8     0   110	RPs/Img: 0.56	IOU: 1.32%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:2.28	C0: 0.00  C1: 0.00  C2: -nan  C3: 0.00  C4: 0.00 
    9     0   111	RPs/Img: 0.50	IOU: 1.31%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:2.16	C0: 0.00  C1: 0.00  C2: -nan  C3: 0.00  C4: 0.00 
   10     0   119	RPs/Img: 0.45	IOU: 1.22%	Recall:0.00%	Precision:0.00%	RMSE:1.80 avgRMSE:2.12	C0: 0.00  C1: 0.00  C2: -nan  C3: 0.00  C4: 0.00 
   11     0   121	RPs/Img: 0.42	IOU: 1.20%	Recall:0.00%	Precision:0.00%	RMSE:1.41 avgRMSE:2.06	C0: 0.00  C1: 0.00  C2: -nan  C3: 0.00  C4: 0.00 
   12     0   130	RPs/Img: 0.38	IOU: 1.12%	Recall:0.00%	Precision:0.00%	RMSE:2.13 avgRMSE:2.07	C0: 0.00  C1: 0.00  C2: -nan  C3: 0.00  C4: 0.00 
   13     0   147	RPs/Img: 0.36	IOU: 0.99%	Recall:0.00%	Precision:0.00%	RMSE:2.96 avgRMSE:2.13	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   14     0   160	RPs/Img: 0.33	IOU: 0.91%	Recall:0.00%	Precision:0.00%	RMSE:2.40 avgRMSE:2.15	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   15     0   161	RPs/Img: 0.31	IOU: 0.90%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:2.08	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   16     0   163	RPs/Img: 0.29	IOU: 0.89%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:2.02	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   17     0   177	RPs/Img: 0.28	IOU: 0.82%	Recall:0.00%	Precision:0.00%	RMSE:2.28 avgRMSE:2.03	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   18     0   178	RPs/Img: 0.26	IOU: 0.82%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.98	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   19     0   181	RPs/Img: 0.25	IOU: 0.80%	Recall:0.00%	Precision:0.00%	RMSE:1.73 avgRMSE:1.96	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   20     0   182	RPs/Img: 0.24	IOU: 0.80%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.92	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   21     0   184	RPs/Img: 0.23	IOU: 0.79%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.88	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   22     0   185	RPs/Img: 0.22	IOU: 0.79%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.84	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   23     0   186	RPs/Img: 0.21	IOU: 0.78%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.80	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   24     0   187	RPs/Img: 0.20	IOU: 0.78%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.77	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   25     0   188	RPs/Img: 0.19	IOU: 0.77%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.74	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   26     0   204	RPs/Img: 0.19	IOU: 0.71%	Recall:0.00%	Precision:0.00%	RMSE:2.37 avgRMSE:1.76	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   27     0   206	RPs/Img: 0.18	IOU: 0.71%	Recall:0.00%	Precision:0.00%	RMSE:1.41 avgRMSE:1.75	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   28     0   207	RPs/Img: 0.17	IOU: 0.70%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.73	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   29     0   218	RPs/Img: 0.17	IOU: 0.67%	Recall:0.00%	Precision:0.00%	RMSE:1.88 avgRMSE:1.73	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   30     0   228	RPs/Img: 0.16	IOU: 0.64%	Recall:0.00%	Precision:0.00%	RMSE:1.73 avgRMSE:1.73	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   31     0   244	RPs/Img: 0.16	IOU: 0.60%	Recall:0.00%	Precision:0.00%	RMSE:2.15 avgRMSE:1.74	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   32     0   245	RPs/Img: 0.15	IOU: 0.59%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.72	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   33     0   247	RPs/Img: 0.15	IOU: 0.59%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.70	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   34     0   248	RPs/Img: 0.17	IOU: 0.59%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.68	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   35     0   250	RPs/Img: 0.17	IOU: 0.58%	Recall:0.00%	Precision:0.00%	RMSE:0.71 avgRMSE:1.65	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   36     0   251	RPs/Img: 0.16	IOU: 0.58%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.64	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   37     0   253	RPs/Img: 0.16	IOU: 0.58%	Recall:0.00%	Precision:0.00%	RMSE:0.71 avgRMSE:1.61	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   38     0   254	RPs/Img: 0.15	IOU: 0.57%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.60	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   39     0   257	RPs/Img: 0.15	IOU: 0.57%	Recall:0.00%	Precision:0.00%	RMSE:1.73 avgRMSE:1.60	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   40     0   258	RPs/Img: 0.15	IOU: 0.56%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.58	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   41     0   260	RPs/Img: 0.17	IOU: 0.56%	Recall:0.00%	Precision:0.00%	RMSE:1.41 avgRMSE:1.58	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   42     0   261	RPs/Img: 0.16	IOU: 0.56%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.57	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   43     0   262	RPs/Img: 0.16	IOU: 0.56%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.55	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   44     0   263	RPs/Img: 0.16	IOU: 0.55%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.54	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   45     0   264	RPs/Img: 0.22	IOU: 0.55%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.53	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   46     0   301	RPs/Img: 0.21	IOU: 0.48%	Recall:0.00%	Precision:0.00%	RMSE:4.08 avgRMSE:1.58	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   47     0   308	RPs/Img: 0.21	IOU: 0.47%	Recall:0.00%	Precision:0.00%	RMSE:2.30 avgRMSE:1.60	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   48     0   335	RPs/Img: 0.22	IOU: 0.52%	Recall:0.00%	Precision:0.00%	RMSE:3.48 avgRMSE:1.64	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   49     0   336	RPs/Img: 0.22	IOU: 0.51%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.62	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   50     0   342	RPs/Img: 0.22	IOU: 0.50%	Recall:0.00%	Precision:0.00%	RMSE:1.73 avgRMSE:1.63	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   51     0   363	RPs/Img: 0.21	IOU: 0.48%	Recall:0.00%	Precision:0.00%	RMSE:3.66 avgRMSE:1.67	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   52     0   379	RPs/Img: 0.21	IOU: 0.46%	Recall:0.00%	Precision:0.00%	RMSE:3.16 avgRMSE:1.69	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   53     0   390	RPs/Img: 0.20	IOU: 0.44%	Recall:0.00%	Precision:0.00%	RMSE:2.75 avgRMSE:1.71	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   54     0   392	RPs/Img: 0.20	IOU: 0.44%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.70	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   55     0   406	RPs/Img: 0.20	IOU: 0.43%	Recall:0.00%	Precision:0.00%	RMSE:2.67 avgRMSE:1.72	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   56     0   414	RPs/Img: 0.19	IOU: 0.42%	Recall:0.00%	Precision:0.00%	RMSE:2.50 avgRMSE:1.73	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   57     0   430	RPs/Img: 0.19	IOU: 0.40%	Recall:0.00%	Precision:0.00%	RMSE:3.02 avgRMSE:1.75	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   58     0   434	RPs/Img: 0.19	IOU: 0.40%	Recall:0.00%	Precision:0.00%	RMSE:1.22 avgRMSE:1.75	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   59     0   436	RPs/Img: 0.18	IOU: 0.40%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.73	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   60     0   456	RPs/Img: 0.18	IOU: 0.38%	Recall:0.00%	Precision:0.00%	RMSE:3.30 avgRMSE:1.76	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   61     0   463	RPs/Img: 0.19	IOU: 0.37%	Recall:0.00%	Precision:0.00%	RMSE:1.96 avgRMSE:1.76	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   62     0   465	RPs/Img: 0.19	IOU: 0.37%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:1.75	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   63     0   530	RPs/Img: 0.19	IOU: 0.33%	Recall:0.00%	Precision:0.00%	RMSE:7.58 avgRMSE:1.84	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   64     0   546	RPs/Img: 0.18	IOU: 0.32%	Recall:0.00%	Precision:0.00%	RMSE:3.52 avgRMSE:1.87	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   65     0   550	RPs/Img: 0.18	IOU: 0.31%	Recall:0.00%	Precision:0.00%	RMSE:1.58 avgRMSE:1.86	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   66     0   599	RPs/Img: 0.19	IOU: 0.51%	Recall:0.00%	Precision:0.00%	RMSE:6.31 avgRMSE:1.93	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   67     0   646	RPs/Img: 0.19	IOU: 0.48%	Recall:0.00%	Precision:0.00%	RMSE:6.71 avgRMSE:2.00	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   68     0   710	RPs/Img: 0.19	IOU: 0.43%	Recall:0.00%	Precision:0.00%	RMSE:7.17 avgRMSE:2.07	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   69     0   719	RPs/Img: 0.19	IOU: 0.43%	Recall:0.00%	Precision:0.00%	RMSE:2.43 avgRMSE:2.08	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   70     0   747	RPs/Img: 0.18	IOU: 0.41%	Recall:0.00%	Precision:0.00%	RMSE:5.29 avgRMSE:2.12	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   71     0   778	RPs/Img: 0.18	IOU: 0.40%	Recall:0.00%	Precision:0.00%	RMSE:4.76 avgRMSE:2.16	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   72     0   835	RPs/Img: 0.18	IOU: 0.37%	Recall:0.00%	Precision:0.00%	RMSE:6.67 avgRMSE:2.22	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   73     0   855	RPs/Img: 0.18	IOU: 0.36%	Recall:0.00%	Precision:0.00%	RMSE:4.04 avgRMSE:2.25	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   74     0   876	RPs/Img: 0.17	IOU: 0.35%	Recall:0.00%	Precision:0.00%	RMSE:3.76 avgRMSE:2.27	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   75     0   917	RPs/Img: 0.17	IOU: 0.34%	Recall:0.00%	Precision:0.00%	RMSE:6.25 avgRMSE:2.32	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   76     0   923	RPs/Img: 0.17	IOU: 0.33%	Recall:0.00%	Precision:0.00%	RMSE:1.29 avgRMSE:2.31	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   77     0   924	RPs/Img: 0.17	IOU: 0.33%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:2.29	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
   78     0   925	RPs/Img: 0.16	IOU: 0.33%	Recall:0.00%	Precision:0.00%	RMSE:1.00 avgRMSE:2.27	C0: 0.00  C1: 0.00  C2: 0.00  C3: 0.00  C4: 0.00 
