    0    18    23	RPs/Img: 25.00	IOU: 60.80%	Recall:78.26%
    1    30    45	RPs/Img: 21.50	IOU: 55.50%	Recall:66.67%
    2    39    61	RPs/Img: 19.33	IOU: 55.00%	Recall:63.93%
    3    49    80	RPs/Img: 17.75	IOU: 53.35%	Recall:61.25%
    4    51    83	RPs/Img: 14.60	IOU: 53.61%	Recall:61.45%
    5    65   109	RPs/Img: 16.67	IOU: 52.48%	Recall:59.63%
    6    78   125	RPs/Img: 16.86	IOU: 53.47%	Recall:62.40%
    7    91   143	RPs/Img: 16.75	IOU: 54.29%	Recall:63.64%
    8   105   170	RPs/Img: 17.22	IOU: 53.03%	Recall:61.76%
    9   120   201	RPs/Img: 18.00	IOU: 51.77%	Recall:59.70%
   10   125   211	RPs/Img: 17.45	IOU: 51.83%	Recall:59.24%
   11   137   228	RPs/Img: 17.08	IOU: 51.96%	Recall:60.09%
   12   147   242	RPs/Img: 16.62	IOU: 52.16%	Recall:60.74%
   13   158   259	RPs/Img: 16.36	IOU: 52.47%	Recall:61.00%
   14   165   271	RPs/Img: 15.93	IOU: 52.45%	Recall:60.89%
   15   173   280	RPs/Img: 15.56	IOU: 52.92%	Recall:61.79%
   16   178   286	RPs/Img: 15.06	IOU: 53.25%	Recall:62.24%
   17   187   296	RPs/Img: 14.72	IOU: 53.66%	Recall:63.18%
   18   192   302	RPs/Img: 14.26	IOU: 53.84%	Recall:63.58%
   19   202   312	RPs/Img: 14.05	IOU: 54.45%	Recall:64.74%
   20   208   324	RPs/Img: 13.81	IOU: 54.13%	Recall:64.20%
   21   214   335	RPs/Img: 13.50	IOU: 53.89%	Recall:63.88%
   22   227   350	RPs/Img: 13.65	IOU: 54.43%	Recall:64.86%
   23   230   354	RPs/Img: 13.21	IOU: 54.44%	Recall:64.97%
   24   240   367	RPs/Img: 13.24	IOU: 54.47%	Recall:65.40%
   25   250   382	RPs/Img: 13.15	IOU: 54.46%	Recall:65.45%
   26   258   392	RPs/Img: 13.07	IOU: 54.65%	Recall:65.82%
   27   268   405	RPs/Img: 13.14	IOU: 54.70%	Recall:66.17%
   28   274   411	RPs/Img: 12.93	IOU: 54.91%	Recall:66.67%
   29   284   421	RPs/Img: 12.87	IOU: 55.32%	Recall:67.46%
