    0     1    35	RPs/Img: 5.00	IOU: 8.96%	Recall:2.86%	Precision:20.00%	C0: 1.00  C1: 0.00  C2: -nan  C3: 0.00  C4: 0.00 
    1     1    71	RPs/Img: 7.00	IOU: 11.81%	Recall:1.41%	Precision:7.14%	C0: 0.50  C1: 0.00  C2: -nan  C3: 0.00  C4: 0.00 
    2     2    72	RPs/Img: 5.00	IOU: 12.55%	Recall:2.78%	Precision:13.33%	C0: 0.50  C1: 0.10  C2: -nan  C3: 0.00  C4: 0.00 
    3     2    73	RPs/Img: 3.75	IOU: 12.38%	Recall:2.74%	Precision:13.33%	C0: 0.50  C1: 0.09  C2: -nan  C3: 0.00  C4: 0.00 
    4     3    74	RPs/Img: 3.20	IOU: 12.95%	Recall:4.05%	Precision:18.75%	C0: 0.50  C1: 0.17  C2: -nan  C3: 0.00  C4: 0.00 
    5     4    86	RPs/Img: 3.67	IOU: 13.14%	Recall:4.65%	Precision:18.18%	C0: 0.33  C1: 0.17  C2: -nan  C3: 0.02  C4: 0.00 
    6     5   100	RPs/Img: 4.57	IOU: 15.36%	Recall:5.00%	Precision:15.62%	C0: 0.25  C1: 0.17  C2: -nan  C3: 0.03  C4: 0.00 
    7     6   109	RPs/Img: 4.62	IOU: 16.26%	Recall:5.50%	Precision:16.22%	C0: 0.17  C1: 0.23  C2: -nan  C3: 0.03  C4: 0.00 
    8     6   110	RPs/Img: 4.11	IOU: 16.11%	Recall:5.45%	Precision:16.22%	C0: 0.17  C1: 0.21  C2: -nan  C3: 0.03  C4: 0.00 
    9     7   111	RPs/Img: 3.90	IOU: 16.66%	Recall:6.31%	Precision:17.95%	C0: 0.17  C1: 0.27  C2: -nan  C3: 0.03  C4: 0.00 
   10    10   119	RPs/Img: 3.82	IOU: 17.11%	Recall:8.40%	Precision:23.81%	C0: 0.29  C1: 0.33  C2: -nan  C3: 0.03  C4: 0.00 
   11    10   121	RPs/Img: 3.50	IOU: 16.83%	Recall:8.26%	Precision:23.81%	C0: 0.29  C1: 0.33  C2: -nan  C3: 0.03  C4: 0.00 
   12    13   130	RPs/Img: 3.54	IOU: 17.75%	Recall:10.00%	Precision:28.26%	C0: 0.38  C1: 0.30  C2: -nan  C3: 0.05  C4: 0.00 
   13    16   147	RPs/Img: 3.86	IOU: 18.05%	Recall:10.88%	Precision:29.63%	C0: 0.38  C1: 0.30  C2: 0.00  C3: 0.05  C4: 0.10 
   14    17   160	RPs/Img: 4.07	IOU: 18.07%	Recall:10.62%	Precision:27.87%	C0: 0.33  C1: 0.30  C2: 0.00  C3: 0.05  C4: 0.11 
   15    18   161	RPs/Img: 3.88	IOU: 18.32%	Recall:11.18%	Precision:29.03%	C0: 0.33  C1: 0.30  C2: 0.00  C3: 0.06  C4: 0.11 
   16    18   163	RPs/Img: 3.76	IOU: 18.34%	Recall:11.04%	Precision:28.12%	C0: 0.30  C1: 0.29  C2: 0.00  C3: 0.06  C4: 0.11 
   17    19   177	RPs/Img: 3.89	IOU: 18.39%	Recall:10.73%	Precision:27.14%	C0: 0.27  C1: 0.29  C2: 0.00  C3: 0.06  C4: 0.12 
   18    19   178	RPs/Img: 3.74	IOU: 18.51%	Recall:10.67%	Precision:26.76%	C0: 0.27  C1: 0.27  C2: 0.00  C3: 0.06  C4: 0.12 
   19    19   181	RPs/Img: 3.55	IOU: 18.20%	Recall:10.50%	Precision:26.76%	C0: 0.27  C1: 0.27  C2: 0.00  C3: 0.06  C4: 0.12 
   20    19   182	RPs/Img: 3.43	IOU: 18.34%	Recall:10.44%	Precision:26.39%	C0: 0.27  C1: 0.27  C2: 0.00  C3: 0.06  C4: 0.12 
   21    20   184	RPs/Img: 3.32	IOU: 18.54%	Recall:10.87%	Precision:27.40%	C0: 0.33  C1: 0.27  C2: 0.00  C3: 0.06  C4: 0.11 
   22    20   185	RPs/Img: 3.22	IOU: 18.65%	Recall:10.81%	Precision:27.03%	C0: 0.33  C1: 0.27  C2: 0.00  C3: 0.06  C4: 0.11 
   23    20   186	RPs/Img: 3.12	IOU: 18.71%	Recall:10.75%	Precision:26.67%	C0: 0.33  C1: 0.26  C2: 0.00  C3: 0.06  C4: 0.11 
   24    20   187	RPs/Img: 3.04	IOU: 18.75%	Recall:10.70%	Precision:26.32%	C0: 0.31  C1: 0.26  C2: 0.00  C3: 0.06  C4: 0.11 
   25    21   188	RPs/Img: 2.96	IOU: 19.06%	Recall:11.17%	Precision:27.27%	C0: 0.36  C1: 0.26  C2: 0.00  C3: 0.06  C4: 0.11 
   26    22   204	RPs/Img: 3.07	IOU: 18.68%	Recall:10.78%	Precision:26.51%	C0: 0.33  C1: 0.26  C2: 0.00  C3: 0.06  C4: 0.12 
   27    23   206	RPs/Img: 3.04	IOU: 19.00%	Recall:11.17%	Precision:27.06%	C0: 0.35  C1: 0.26  C2: 0.00  C3: 0.06  C4: 0.12 
   28    23   207	RPs/Img: 2.97	IOU: 19.09%	Recall:11.11%	Precision:26.74%	C0: 0.35  C1: 0.25  C2: 0.00  C3: 0.06  C4: 0.12 
   29    25   218	RPs/Img: 3.00	IOU: 19.16%	Recall:11.47%	Precision:27.78%	C0: 0.35  C1: 0.24  C2: 0.00  C3: 0.07  C4: 0.12 
   30    26   228	RPs/Img: 3.23	IOU: 19.56%	Recall:11.40%	Precision:26.00%	C0: 0.33  C1: 0.24  C2: 0.00  C3: 0.07  C4: 0.13 
   31    27   244	RPs/Img: 3.41	IOU: 19.60%	Recall:11.07%	Precision:24.77%	C0: 0.32  C1: 0.26  C2: 0.00  C3: 0.06  C4: 0.12 
   32    27   245	RPs/Img: 3.36	IOU: 19.69%	Recall:11.02%	Precision:24.32%	C0: 0.32  C1: 0.25  C2: 0.00  C3: 0.06  C4: 0.12 
   33    27   247	RPs/Img: 3.32	IOU: 19.62%	Recall:10.93%	Precision:23.89%	C0: 0.30  C1: 0.24  C2: 0.00  C3: 0.06  C4: 0.12 
   34    27   248	RPs/Img: 3.34	IOU: 19.69%	Recall:10.89%	Precision:23.08%	C0: 0.30  C1: 0.23  C2: 0.00  C3: 0.06  C4: 0.12 
   35    27   250	RPs/Img: 3.25	IOU: 19.53%	Recall:10.80%	Precision:23.08%	C0: 0.30  C1: 0.23  C2: 0.00  C3: 0.06  C4: 0.12 
   36    27   251	RPs/Img: 3.16	IOU: 19.45%	Recall:10.76%	Precision:23.08%	C0: 0.30  C1: 0.23  C2: 0.00  C3: 0.06  C4: 0.12 
   37    28   253	RPs/Img: 3.11	IOU: 19.58%	Recall:11.07%	Precision:23.73%	C0: 0.30  C1: 0.26  C2: 0.00  C3: 0.06  C4: 0.12 
   38    29   254	RPs/Img: 3.05	IOU: 19.78%	Recall:11.42%	Precision:24.37%	C0: 0.30  C1: 0.28  C2: 0.00  C3: 0.06  C4: 0.12 
   39    30   257	RPs/Img: 3.05	IOU: 20.09%	Recall:11.67%	Precision:24.59%	C0: 0.30  C1: 0.29  C2: 0.00  C3: 0.06  C4: 0.12 
   40    31   258	RPs/Img: 3.00	IOU: 20.26%	Recall:12.02%	Precision:25.20%	C0: 0.30  C1: 0.31  C2: 0.00  C3: 0.06  C4: 0.12 
   41    31   260	RPs/Img: 3.00	IOU: 20.10%	Recall:11.92%	Precision:24.60%	C0: 0.30  C1: 0.29  C2: 0.00  C3: 0.06  C4: 0.12 
   42    31   261	RPs/Img: 2.93	IOU: 20.02%	Recall:11.88%	Precision:24.60%	C0: 0.29  C1: 0.29  C2: 0.00  C3: 0.06  C4: 0.12 
   43    31   262	RPs/Img: 2.86	IOU: 19.95%	Recall:11.83%	Precision:24.60%	C0: 0.29  C1: 0.28  C2: 0.00  C3: 0.06  C4: 0.12 
   44    31   263	RPs/Img: 2.80	IOU: 19.87%	Recall:11.79%	Precision:24.60%	C0: 0.27  C1: 0.28  C2: 0.00  C3: 0.06  C4: 0.12 
   45    31   264	RPs/Img: 2.74	IOU: 19.79%	Recall:11.74%	Precision:24.60%	C0: 0.26  C1: 0.28  C2: 0.00  C3: 0.06  C4: 0.12 
   46    35   301	RPs/Img: 3.00	IOU: 20.57%	Recall:11.63%	Precision:24.82%	C0: 0.29  C1: 0.30  C2: 0.00  C3: 0.05  C4: 0.12 
   47    35   308	RPs/Img: 2.94	IOU: 20.10%	Recall:11.36%	Precision:24.82%	C0: 0.29  C1: 0.30  C2: 0.00  C3: 0.05  C4: 0.11 
   48    35   335	RPs/Img: 3.00	IOU: 19.65%	Recall:10.45%	Precision:23.81%	C0: 0.28  C1: 0.29  C2: 0.00  C3: 0.05  C4: 0.10 
   49    35   336	RPs/Img: 2.98	IOU: 19.67%	Recall:10.42%	Precision:23.49%	C0: 0.28  C1: 0.29  C2: 0.00  C3: 0.05  C4: 0.10 
   50    36   342	RPs/Img: 2.94	IOU: 19.50%	Recall:10.53%	Precision:24.00%	C0: 0.31  C1: 0.29  C2: 0.00  C3: 0.04  C4: 0.10 
   51    36   363	RPs/Img: 3.00	IOU: 19.24%	Recall:9.92%	Precision:23.08%	C0: 0.31  C1: 0.29  C2: 0.00  C3: 0.04  C4: 0.09 
   52    38   379	RPs/Img: 3.06	IOU: 19.30%	Recall:10.03%	Precision:23.46%	C0: 0.31  C1: 0.29  C2: 0.00  C3: 0.04  C4: 0.10 
   53    38   390	RPs/Img: 3.02	IOU: 19.02%	Recall:9.74%	Precision:23.31%	C0: 0.30  C1: 0.29  C2: 0.00  C3: 0.04  C4: 0.10 
   54    38   392	RPs/Img: 2.96	IOU: 18.93%	Recall:9.69%	Precision:23.31%	C0: 0.30  C1: 0.29  C2: 0.00  C3: 0.04  C4: 0.10 
   55    40   406	RPs/Img: 2.98	IOU: 18.74%	Recall:9.85%	Precision:23.95%	C0: 0.30  C1: 0.29  C2: 0.00  C3: 0.04  C4: 0.10 
   56    42   414	RPs/Img: 3.00	IOU: 18.85%	Recall:10.14%	Precision:24.56%	C0: 0.30  C1: 0.29  C2: 0.00  C3: 0.05  C4: 0.10 
   57    44   430	RPs/Img: 3.05	IOU: 18.68%	Recall:10.23%	Precision:24.86%	C0: 0.30  C1: 0.29  C2: 0.00  C3: 0.06  C4: 0.10 
   58    45   434	RPs/Img: 3.03	IOU: 18.70%	Recall:10.37%	Precision:25.14%	C0: 0.30  C1: 0.28  C2: 0.00  C3: 0.05  C4: 0.11 
