    0     0    35	RPs/Img: 3.00	IOU: 7.21%	Recall:0.00%	Precision:0.00%	RMSE:3.84 avgRMSE:3.84	C0: 0.00  C1: 0.00  C2: -nan  C3: 0.00  C4: 0.00 
    1     1    71	RPs/Img: 3.00	IOU: 7.08%	Recall:1.41%	Precision:16.67%	RMSE:3.75 avgRMSE:3.80	C0: 0.00  C1: 0.00  C2: -nan  C3: 0.02  C4: 0.00 
    2     2    72	RPs/Img: 2.33	IOU: 7.98%	Recall:2.78%	Precision:28.57%	RMSE:0.00 avgRMSE:2.53	C0: 0.00  C1: 0.10  C2: -nan  C3: 0.02  C4: 0.00 
    3     2    73	RPs/Img: 1.75	IOU: 7.87%	Recall:2.74%	Precision:28.57%	RMSE:1.00 avgRMSE:2.15	C0: 0.00  C1: 0.09  C2: -nan  C3: 0.02  C4: 0.00 
    4     3    74	RPs/Img: 1.60	IOU: 8.65%	Recall:4.05%	Precision:37.50%	RMSE:0.00 avgRMSE:1.72	C0: 0.00  C1: 0.17  C2: -nan  C3: 0.02  C4: 0.00 
    5     4    86	RPs/Img: 2.33	IOU: 9.88%	Recall:4.65%	Precision:28.57%	RMSE:2.90 avgRMSE:1.92	C0: 0.00  C1: 0.17  C2: -nan  C3: 0.04  C4: 0.00 
    6     6   100	RPs/Img: 3.29	IOU: 13.07%	Recall:6.00%	Precision:26.09%	RMSE:2.95 avgRMSE:2.06	C0: 0.00  C1: 0.17  C2: -nan  C3: 0.06  C4: 0.00 
    7     8   109	RPs/Img: 3.62	IOU: 14.20%	Recall:7.34%	Precision:27.59%	RMSE:1.73 avgRMSE:2.02	C0: 0.17  C1: 0.15  C2: -nan  C3: 0.07  C4: 0.00 
    8     8   110	RPs/Img: 3.22	IOU: 14.07%	Recall:7.27%	Precision:27.59%	RMSE:1.00 avgRMSE:1.91	C0: 0.17  C1: 0.14  C2: -nan  C3: 0.07  C4: 0.00 
    9     9   111	RPs/Img: 3.00	IOU: 14.72%	Recall:8.11%	Precision:30.00%	RMSE:0.00 avgRMSE:1.72	C0: 0.17  C1: 0.20  C2: -nan  C3: 0.07  C4: 0.00 
   10    11   119	RPs/Img: 2.91	IOU: 14.95%	Recall:9.24%	Precision:34.38%	RMSE:1.58 avgRMSE:1.71	C0: 0.29  C1: 0.22  C2: -nan  C3: 0.07  C4: 0.00 
   11    11   121	RPs/Img: 2.67	IOU: 14.70%	Recall:9.09%	Precision:34.38%	RMSE:1.41 avgRMSE:1.68	C0: 0.29  C1: 0.22  C2: -nan  C3: 0.06  C4: 0.00 
   12    13   130	RPs/Img: 2.62	IOU: 14.70%	Recall:10.00%	Precision:38.24%	RMSE:2.03 avgRMSE:1.71	C0: 0.38  C1: 0.25  C2: -nan  C3: 0.06  C4: 0.00 
   13    18   147	RPs/Img: 3.07	IOU: 16.55%	Recall:12.24%	Precision:41.86%	RMSE:2.09 avgRMSE:1.74	C0: 0.38  C1: 0.25  C2: 0.00  C3: 0.06  C4: 0.17 
   14    21   160	RPs/Img: 3.47	IOU: 17.59%	Recall:13.12%	Precision:40.38%	RMSE:1.80 avgRMSE:1.74	C0: 0.33  C1: 0.25  C2: 0.00  C3: 0.06  C4: 0.22 
   15    22   161	RPs/Img: 3.31	IOU: 17.87%	Recall:13.66%	Precision:41.51%	RMSE:0.00 avgRMSE:1.63	C0: 0.33  C1: 0.25  C2: 0.00  C3: 0.07  C4: 0.22 
   16    23   163	RPs/Img: 3.24	IOU: 18.04%	Recall:14.11%	Precision:41.82%	RMSE:0.71 avgRMSE:1.58	C0: 0.40  C1: 0.24  C2: 0.00  C3: 0.07  C4: 0.22 
   17    28   177	RPs/Img: 3.67	IOU: 19.39%	Recall:15.82%	Precision:42.42%	RMSE:1.71 avgRMSE:1.58	C0: 0.36  C1: 0.24  C2: 0.00  C3: 0.07  C4: 0.29 
   18    29   178	RPs/Img: 3.53	IOU: 19.57%	Recall:16.29%	Precision:43.28%	RMSE:0.00 avgRMSE:1.50	C0: 0.36  C1: 0.27  C2: 0.00  C3: 0.07  C4: 0.29 
   19    29   181	RPs/Img: 3.35	IOU: 19.25%	Recall:16.02%	Precision:43.28%	RMSE:1.73 avgRMSE:1.51	C0: 0.36  C1: 0.27  C2: 0.00  C3: 0.07  C4: 0.29 
   20    30   182	RPs/Img: 3.24	IOU: 19.49%	Recall:16.48%	Precision:44.12%	RMSE:0.00 avgRMSE:1.44	C0: 0.36  C1: 0.27  C2: 0.00  C3: 0.07  C4: 0.30 
   21    30   184	RPs/Img: 3.14	IOU: 19.53%	Recall:16.30%	Precision:43.48%	RMSE:1.00 avgRMSE:1.42	C0: 0.33  C1: 0.27  C2: 0.00  C3: 0.07  C4: 0.30 
   22    31   185	RPs/Img: 3.04	IOU: 19.77%	Recall:16.76%	Precision:44.29%	RMSE:0.00 avgRMSE:1.36	C0: 0.33  C1: 0.27  C2: 0.00  C3: 0.07  C4: 0.31 
   23    31   186	RPs/Img: 2.96	IOU: 19.89%	Recall:16.67%	Precision:43.66%	RMSE:1.00 avgRMSE:1.34	C0: 0.33  C1: 0.26  C2: 0.00  C3: 0.07  C4: 0.31 
   24    31   187	RPs/Img: 2.88	IOU: 19.97%	Recall:16.58%	Precision:43.06%	RMSE:1.00 avgRMSE:1.33	C0: 0.31  C1: 0.26  C2: 0.00  C3: 0.07  C4: 0.31 
   25    32   188	RPs/Img: 2.81	IOU: 20.27%	Recall:17.02%	Precision:43.84%	RMSE:0.00 avgRMSE:1.28	C0: 0.36  C1: 0.26  C2: 0.00  C3: 0.07  C4: 0.31 
   26    34   204	RPs/Img: 2.96	IOU: 20.29%	Recall:16.67%	Precision:42.50%	RMSE:2.03 avgRMSE:1.31	C0: 0.33  C1: 0.26  C2: 0.00  C3: 0.07  C4: 0.31 
   27    35   206	RPs/Img: 2.93	IOU: 20.64%	Recall:16.99%	Precision:42.68%	RMSE:0.71 avgRMSE:1.28	C0: 0.35  C1: 0.26  C2: 0.00  C3: 0.07  C4: 0.31 
   28    36   207	RPs/Img: 2.90	IOU: 20.81%	Recall:17.39%	Precision:42.86%	RMSE:0.00 avgRMSE:1.24	C0: 0.35  C1: 0.29  C2: 0.00  C3: 0.07  C4: 0.31 
   29    37   218	RPs/Img: 2.93	IOU: 20.50%	Recall:16.97%	Precision:42.05%	RMSE:1.81 avgRMSE:1.26	C0: 0.35  C1: 0.28  C2: 0.00  C3: 0.08  C4: 0.28 
   30    41   228	RPs/Img: 3.10	IOU: 21.32%	Recall:17.98%	Precision:42.71%	RMSE:1.18 avgRMSE:1.26	C0: 0.33  C1: 0.28  C2: 0.00  C3: 0.08  C4: 0.33 
   31    43   244	RPs/Img: 3.19	IOU: 21.17%	Recall:17.62%	Precision:42.16%	RMSE:1.77 avgRMSE:1.27	C0: 0.32  C1: 0.26  C2: 0.00  C3: 0.07  C4: 0.32 
   32    44   245	RPs/Img: 3.15	IOU: 21.38%	Recall:17.96%	Precision:42.31%	RMSE:0.00 avgRMSE:1.23	C0: 0.32  C1: 0.29  C2: 0.00  C3: 0.07  C4: 0.32 
   33    44   247	RPs/Img: 3.15	IOU: 21.34%	Recall:17.81%	Precision:41.12%	RMSE:1.00 avgRMSE:1.23	C0: 0.30  C1: 0.28  C2: 0.00  C3: 0.07  C4: 0.32 
   34    45   248	RPs/Img: 3.17	IOU: 21.49%	Recall:18.15%	Precision:40.54%	RMSE:0.00 avgRMSE:1.19	C0: 0.30  C1: 0.30  C2: 0.00  C3: 0.07  C4: 0.32 
   35    45   250	RPs/Img: 3.08	IOU: 21.32%	Recall:18.00%	Precision:40.54%	RMSE:0.71 avgRMSE:1.18	C0: 0.30  C1: 0.30  C2: 0.00  C3: 0.07  C4: 0.32 
   36    45   251	RPs/Img: 3.00	IOU: 21.23%	Recall:17.93%	Precision:40.54%	RMSE:1.00 avgRMSE:1.17	C0: 0.30  C1: 0.30  C2: 0.00  C3: 0.07  C4: 0.32 
   37    45   253	RPs/Img: 2.95	IOU: 21.25%	Recall:17.79%	Precision:40.18%	RMSE:0.71 avgRMSE:1.16	C0: 0.30  C1: 0.29  C2: 0.00  C3: 0.07  C4: 0.32 
   38    46   254	RPs/Img: 2.90	IOU: 21.48%	Recall:18.11%	Precision:40.71%	RMSE:0.00 avgRMSE:1.13	C0: 0.30  C1: 0.31  C2: 0.00  C3: 0.07  C4: 0.32 
   39    46   257	RPs/Img: 2.88	IOU: 21.56%	Recall:17.90%	Precision:40.00%	RMSE:1.73 avgRMSE:1.15	C0: 0.30  C1: 0.29  C2: 0.00  C3: 0.07  C4: 0.32 
   40    47   258	RPs/Img: 2.83	IOU: 21.76%	Recall:18.22%	Precision:40.52%	RMSE:0.00 avgRMSE:1.12	C0: 0.30  C1: 0.31  C2: 0.00  C3: 0.07  C4: 0.32 
   41    48   260	RPs/Img: 2.88	IOU: 21.85%	Recall:18.46%	Precision:39.67%	RMSE:0.71 avgRMSE:1.11	C0: 0.30  C1: 0.32  C2: 0.00  C3: 0.07  C4: 0.32 
   42    48   261	RPs/Img: 2.81	IOU: 21.77%	Recall:18.39%	Precision:39.67%	RMSE:1.00 avgRMSE:1.11	C0: 0.29  C1: 0.32  C2: 0.00  C3: 0.07  C4: 0.32 
   43    48   262	RPs/Img: 2.75	IOU: 21.69%	Recall:18.32%	Precision:39.67%	RMSE:1.00 avgRMSE:1.10	C0: 0.29  C1: 0.31  C2: 0.00  C3: 0.07  C4: 0.32 
   44    48   263	RPs/Img: 2.69	IOU: 21.61%	Recall:18.25%	Precision:39.67%	RMSE:1.00 avgRMSE:1.10	C0: 0.27  C1: 0.31  C2: 0.00  C3: 0.07  C4: 0.32 
   45    48   264	RPs/Img: 2.63	IOU: 21.52%	Recall:18.18%	Precision:39.67%	RMSE:1.00 avgRMSE:1.10	C0: 0.26  C1: 0.31  C2: 0.00  C3: 0.07  C4: 0.32 
   46    57   301	RPs/Img: 2.81	IOU: 22.48%	Recall:18.94%	Precision:43.18%	RMSE:3.26 avgRMSE:1.15	C0: 0.29  C1: 0.32  C2: 0.00  C3: 0.08  C4: 0.31 
   47    57   308	RPs/Img: 2.75	IOU: 21.97%	Recall:18.51%	Precision:43.18%	RMSE:2.30 avgRMSE:1.17	C0: 0.29  C1: 0.32  C2: 0.00  C3: 0.08  C4: 0.31 
   48    59   335	RPs/Img: 2.76	IOU: 20.96%	Recall:17.61%	Precision:43.70%	RMSE:3.32 avgRMSE:1.21	C0: 0.28  C1: 0.34  C2: 0.00  C3: 0.07  C4: 0.27 
   49    60   336	RPs/Img: 2.72	IOU: 21.10%	Recall:17.86%	Precision:44.12%	RMSE:0.00 avgRMSE:1.19	C0: 0.28  C1: 0.34  C2: 0.00  C3: 0.08  C4: 0.27 
   50    61   342	RPs/Img: 2.69	IOU: 20.98%	Recall:17.84%	Precision:44.53%	RMSE:1.68 avgRMSE:1.20	C0: 0.31  C1: 0.34  C2: 0.00  C3: 0.07  C4: 0.27 
   51    64   363	RPs/Img: 2.75	IOU: 21.03%	Recall:17.63%	Precision:44.76%	RMSE:3.34 avgRMSE:1.24	C0: 0.31  C1: 0.34  C2: 0.00  C3: 0.07  C4: 0.28 
   52    66   379	RPs/Img: 2.74	IOU: 20.72%	Recall:17.41%	Precision:45.52%	RMSE:2.85 avgRMSE:1.27	C0: 0.31  C1: 0.34  C2: 0.00  C3: 0.07  C4: 0.28 
   53    67   390	RPs/Img: 2.70	IOU: 20.46%	Recall:17.18%	Precision:45.89%	RMSE:2.73 avgRMSE:1.30	C0: 0.33  C1: 0.34  C2: 0.00  C3: 0.07  C4: 0.27 
   54    67   392	RPs/Img: 2.65	IOU: 20.36%	Recall:17.09%	Precision:45.89%	RMSE:1.00 avgRMSE:1.29	C0: 0.33  C1: 0.33  C2: 0.00  C3: 0.07  C4: 0.27 
   55    67   406	RPs/Img: 2.66	IOU: 19.97%	Recall:16.50%	Precision:44.97%	RMSE:2.67 avgRMSE:1.32	C0: 0.33  C1: 0.33  C2: 0.00  C3: 0.07  C4: 0.26 
   56    69   414	RPs/Img: 2.70	IOU: 20.08%	Recall:16.67%	Precision:44.81%	RMSE:2.12 avgRMSE:1.33	C0: 0.33  C1: 0.33  C2: 0.00  C3: 0.07  C4: 0.27 
   57    70   430	RPs/Img: 2.69	IOU: 19.74%	Recall:16.28%	Precision:44.87%	RMSE:2.93 avgRMSE:1.36	C0: 0.33  C1: 0.33  C2: 0.00  C3: 0.07  C4: 0.26 
   58    70   434	RPs/Img: 2.66	IOU: 19.71%	Recall:16.13%	Precision:44.59%	RMSE:1.22 avgRMSE:1.36	C0: 0.33  C1: 0.33  C2: 0.00  C3: 0.06  C4: 0.26 
   59    70   436	RPs/Img: 2.62	IOU: 19.62%	Recall:16.06%	Precision:44.59%	RMSE:1.00 avgRMSE:1.35	C0: 0.33  C1: 0.32  C2: 0.00  C3: 0.06  C4: 0.26 
   60    71   456	RPs/Img: 2.62	IOU: 19.22%	Recall:15.57%	Precision:44.38%	RMSE:3.20 avgRMSE:1.38	C0: 0.33  C1: 0.32  C2: 0.00  C3: 0.06  C4: 0.25 
   61    72   463	RPs/Img: 2.61	IOU: 19.29%	Recall:15.55%	Precision:44.44%	RMSE:1.93 avgRMSE:1.39	C0: 0.36  C1: 0.32  C2: 0.00  C3: 0.06  C4: 0.25 
   62    73   465	RPs/Img: 2.59	IOU: 19.37%	Recall:15.70%	Precision:44.79%	RMSE:0.71 avgRMSE:1.38	C0: 0.38  C1: 0.32  C2: 0.00  C3: 0.06  C4: 0.25 
