    0    24    35	RPs/Img: 28.00	IOU: 57.36%	Recall:68.57%	Precision:85.71%	C0: 1.00  C1: 1.00  C2: -nan  C3: 0.75  C4: 0.40 
    1    53    71	RPs/Img: 31.00	IOU: 58.70%	Recall:74.65%	Precision:85.48%	C0: 1.00  C1: 0.78  C2: -nan  C3: 0.76  C4: 0.68 
    2    53    72	RPs/Img: 21.00	IOU: 58.37%	Recall:73.61%	Precision:84.13%	C0: 1.00  C1: 0.70  C2: -nan  C3: 0.76  C4: 0.68 
    3    53    73	RPs/Img: 15.75	IOU: 57.57%	Recall:72.60%	Precision:84.13%	C0: 1.00  C1: 0.64  C2: -nan  C3: 0.76  C4: 0.68 
    4    53    74	RPs/Img: 12.80	IOU: 57.24%	Recall:71.62%	Precision:82.81%	C0: 1.00  C1: 0.58  C2: -nan  C3: 0.76  C4: 0.68 
    5    60    86	RPs/Img: 11.67	IOU: 55.96%	Recall:69.77%	Precision:85.71%	C0: 0.67  C1: 0.58  C2: -nan  C3: 0.73  C4: 0.68 
    6    71   100	RPs/Img: 11.43	IOU: 56.76%	Recall:71.00%	Precision:88.75%	C0: 0.75  C1: 0.58  C2: -nan  C3: 0.74  C4: 0.68 
    7    78   109	RPs/Img: 10.88	IOU: 57.07%	Recall:71.56%	Precision:89.66%	C0: 0.83  C1: 0.62  C2: -nan  C3: 0.73  C4: 0.68 
    8    78   110	RPs/Img: 9.67	IOU: 56.55%	Recall:70.91%	Precision:89.66%	C0: 0.83  C1: 0.57  C2: -nan  C3: 0.73  C4: 0.68 
    9    78   111	RPs/Img: 8.70	IOU: 56.04%	Recall:70.27%	Precision:89.66%	C0: 0.83  C1: 0.53  C2: -nan  C3: 0.73  C4: 0.68 
   10    85   119	RPs/Img: 8.55	IOU: 56.71%	Recall:71.43%	Precision:90.43%	C0: 0.86  C1: 0.56  C2: -nan  C3: 0.75  C4: 0.68 
   11    85   121	RPs/Img: 7.83	IOU: 55.77%	Recall:70.25%	Precision:90.43%	C0: 0.86  C1: 0.56  C2: -nan  C3: 0.73  C4: 0.68 
   12    93   130	RPs/Img: 8.31	IOU: 56.21%	Recall:71.54%	Precision:86.11%	C0: 0.88  C1: 0.55  C2: -nan  C3: 0.75  C4: 0.68 
