    0    28    35	RPs/Img: 34.00	IOU: 63.54%	Recall:80.00%	Precision:82.35%	RMSE:0.91 avgRMSE:0.91	C0: 1.00  C1: 1.00  C2: -nan  C3: 0.75  C4: 0.80 
    1    58    71	RPs/Img: 37.50	IOU: 63.22%	Recall:81.69%	Precision:77.33%	RMSE:0.62 avgRMSE:0.77	C0: 0.50  C1: 0.78  C2: -nan  C3: 0.80  C4: 0.89 
    2    59    72	RPs/Img: 25.33	IOU: 63.33%	Recall:81.94%	Precision:77.63%	RMSE:0.00 avgRMSE:0.51	C0: 0.50  C1: 0.80  C2: -nan  C3: 0.80  C4: 0.89 
    3    59    73	RPs/Img: 19.00	IOU: 62.46%	Recall:80.82%	Precision:77.63%	RMSE:1.00 avgRMSE:0.63	C0: 0.50  C1: 0.73  C2: -nan  C3: 0.80  C4: 0.89 
    4    60    74	RPs/Img: 15.60	IOU: 62.82%	Recall:81.08%	Precision:76.92%	RMSE:0.00 avgRMSE:0.51	C0: 0.50  C1: 0.75  C2: -nan  C3: 0.80  C4: 0.89 
    5    66    86	RPs/Img: 14.33	IOU: 61.31%	Recall:76.74%	Precision:76.74%	RMSE:1.47 avgRMSE:0.67	C0: 0.33  C1: 0.75  C2: -nan  C3: 0.75  C4: 0.89 
    6    78   100	RPs/Img: 14.14	IOU: 62.17%	Recall:78.00%	Precision:78.79%	RMSE:0.53 avgRMSE:0.65	C0: 0.50  C1: 0.75  C2: -nan  C3: 0.77  C4: 0.89 
    7    86   109	RPs/Img: 14.12	IOU: 62.83%	Recall:78.90%	Precision:76.11%	RMSE:0.33 avgRMSE:0.61	C0: 0.67  C1: 0.77  C2: -nan  C3: 0.77  C4: 0.89 
    8    86   110	RPs/Img: 12.56	IOU: 62.26%	Recall:78.18%	Precision:76.11%	RMSE:1.00 avgRMSE:0.65	C0: 0.67  C1: 0.71  C2: -nan  C3: 0.77  C4: 0.89 
    9    87   111	RPs/Img: 11.40	IOU: 62.40%	Recall:78.38%	Precision:76.32%	RMSE:0.00 avgRMSE:0.59	C0: 0.67  C1: 0.73  C2: -nan  C3: 0.77  C4: 0.89 
   10    93   119	RPs/Img: 11.55	IOU: 62.77%	Recall:78.15%	Precision:73.23%	RMSE:0.50 avgRMSE:0.58	C0: 0.71  C1: 0.72  C2: -nan  C3: 0.77  C4: 0.89 
   11    93   121	RPs/Img: 10.67	IOU: 61.74%	Recall:76.86%	Precision:72.66%	RMSE:1.41 avgRMSE:0.65	C0: 0.71  C1: 0.72  C2: -nan  C3: 0.75  C4: 0.89 
   12   101   130	RPs/Img: 10.85	IOU: 62.40%	Recall:77.69%	Precision:71.63%	RMSE:0.33 avgRMSE:0.62	C0: 0.75  C1: 0.70  C2: -nan  C3: 0.77  C4: 0.89 
