    0    15    23	RPs/Img: 23.00	IOU: 55.77%	Recall:65.22%
    1    27    45	RPs/Img: 20.00	IOU: 52.16%	Recall:60.00%
    2    35    61	RPs/Img: 17.67	IOU: 51.26%	Recall:57.38%
    3    47    80	RPs/Img: 17.00	IOU: 51.95%	Recall:58.75%
    4    48    83	RPs/Img: 14.00	IOU: 51.90%	Recall:57.83%
    5    59   109	RPs/Img: 16.17	IOU: 51.31%	Recall:54.13%
    6    71   125	RPs/Img: 16.14	IOU: 51.64%	Recall:56.80%
    7    82   143	RPs/Img: 16.00	IOU: 51.35%	Recall:57.34%
    8    92   170	RPs/Img: 16.78	IOU: 50.88%	Recall:54.12%
    9   104   201	RPs/Img: 17.80	IOU: 49.97%	Recall:51.74%
   10   109   211	RPs/Img: 16.73	IOU: 49.63%	Recall:51.66%
   11   119   228	RPs/Img: 16.58	IOU: 49.74%	Recall:52.19%
   12   126   242	RPs/Img: 16.23	IOU: 49.83%	Recall:52.07%
   13   133   259	RPs/Img: 15.86	IOU: 49.73%	Recall:51.35%
   14   139   271	RPs/Img: 15.47	IOU: 49.78%	Recall:51.29%
   15   146   280	RPs/Img: 15.00	IOU: 49.95%	Recall:52.14%
   16   149   286	RPs/Img: 14.35	IOU: 49.91%	Recall:52.10%
   17   155   296	RPs/Img: 14.00	IOU: 50.20%	Recall:52.36%
   18   158   302	RPs/Img: 13.42	IOU: 49.84%	Recall:52.32%
   19   166   312	RPs/Img: 13.20	IOU: 50.19%	Recall:53.21%
   20   169   324	RPs/Img: 12.95	IOU: 49.83%	Recall:52.16%
   21   175   335	RPs/Img: 12.77	IOU: 49.81%	Recall:52.24%
   22   184   350	RPs/Img: 12.70	IOU: 49.59%	Recall:52.57%
   23   187   354	RPs/Img: 12.33	IOU: 49.73%	Recall:52.82%
   24   197   367	RPs/Img: 12.36	IOU: 49.97%	Recall:53.68%
   25   204   382	RPs/Img: 12.35	IOU: 50.02%	Recall:53.40%
   26   208   392	RPs/Img: 12.15	IOU: 50.01%	Recall:53.06%
   27   217   405	RPs/Img: 12.21	IOU: 50.16%	Recall:53.58%
   28   222   411	RPs/Img: 11.97	IOU: 50.33%	Recall:54.01%
   29   229   421	RPs/Img: 11.87	IOU: 50.41%	Recall:54.39%
   30   240   433	RPs/Img: 11.87	IOU: 50.65%	Recall:55.43%
   31   250   448	RPs/Img: 11.91	IOU: 50.68%	Recall:55.80%
   32   258   460	RPs/Img: 11.82	IOU: 50.72%	Recall:56.09%
   33   266   471	RPs/Img: 11.74	IOU: 50.82%	Recall:56.48%
   34   275   492	RPs/Img: 11.80	IOU: 50.59%	Recall:55.89%
   35   278   498	RPs/Img: 11.58	IOU: 50.61%	Recall:55.82%
   36   280   506	RPs/Img: 11.43	IOU: 50.57%	Recall:55.34%
   37   288   514	RPs/Img: 11.37	IOU: 50.78%	Recall:56.03%
   38   296   531	RPs/Img: 11.44	IOU: 50.67%	Recall:55.74%
   39   303   539	RPs/Img: 11.32	IOU: 50.77%	Recall:56.22%
   40   316   558	RPs/Img: 11.46	IOU: 50.85%	Recall:56.63%
   41   318   560	RPs/Img: 11.24	IOU: 50.90%	Recall:56.79%
   42   324   567	RPs/Img: 11.14	IOU: 51.02%	Recall:57.14%
   43   324   569	RPs/Img: 10.91	IOU: 51.01%	Recall:56.94%
   44   329   576	RPs/Img: 10.80	IOU: 51.05%	Recall:57.12%
   45   330   577	RPs/Img: 10.59	IOU: 51.07%	Recall:57.19%
   46   336   586	RPs/Img: 10.53	IOU: 51.08%	Recall:57.34%
   47   338   590	RPs/Img: 10.38	IOU: 51.08%	Recall:57.29%
   48   341   596	RPs/Img: 10.29	IOU: 51.09%	Recall:57.21%
   49   344   600	RPs/Img: 10.14	IOU: 51.14%	Recall:57.33%
   50   348   604	RPs/Img: 10.02	IOU: 51.24%	Recall:57.62%
   51   356   614	RPs/Img: 10.00	IOU: 51.41%	Recall:57.98%
   52   362   623	RPs/Img: 9.96	IOU: 51.53%	Recall:58.11%
   53   366   629	RPs/Img: 9.87	IOU: 51.60%	Recall:58.19%
   54   372   642	RPs/Img: 9.87	IOU: 51.58%	Recall:57.94%
   55   382   660	RPs/Img: 10.00	IOU: 51.55%	Recall:57.88%
   56   384   665	RPs/Img: 9.88	IOU: 51.52%	Recall:57.74%
   57   388   670	RPs/Img: 9.79	IOU: 51.55%	Recall:57.91%
   58   395   681	RPs/Img: 9.76	IOU: 51.58%	Recall:58.00%
   59   399   686	RPs/Img: 9.67	IOU: 51.58%	Recall:58.16%
   60   402   690	RPs/Img: 9.57	IOU: 51.63%	Recall:58.26%
   61   406   701	RPs/Img: 9.52	IOU: 51.54%	Recall:57.92%
   62   412   709	RPs/Img: 9.49	IOU: 51.63%	Recall:58.11%
   63   415   714	RPs/Img: 9.39	IOU: 51.61%	Recall:58.12%
   64   422   721	RPs/Img: 9.35	IOU: 51.74%	Recall:58.53%
   65   423   722	RPs/Img: 9.23	IOU: 51.76%	Recall:58.59%
   66   423   728	RPs/Img: 9.13	IOU: 51.62%	Recall:58.10%
   67   426   731	RPs/Img: 9.04	IOU: 51.69%	Recall:58.28%
   68   431   736	RPs/Img: 8.99	IOU: 51.77%	Recall:58.56%
   69   443   750	RPs/Img: 9.06	IOU: 51.92%	Recall:59.07%
   70   447   754	RPs/Img: 8.99	IOU: 52.02%	Recall:59.28%
   71   451   758	RPs/Img: 8.92	IOU: 52.06%	Recall:59.50%
   72   456   765	RPs/Img: 8.88	IOU: 52.16%	Recall:59.61%
   73   459   769	RPs/Img: 8.80	IOU: 52.12%	Recall:59.69%
   74   464   777	RPs/Img: 8.76	IOU: 52.14%	Recall:59.72%
   75   470   783	RPs/Img: 8.72	IOU: 52.19%	Recall:60.03%
   76   471   787	RPs/Img: 8.62	IOU: 52.03%	Recall:59.85%
   77   473   791	RPs/Img: 8.55	IOU: 52.01%	Recall:59.80%
   78   474   793	RPs/Img: 8.46	IOU: 51.95%	Recall:59.77%
   79   478   803	RPs/Img: 8.44	IOU: 51.86%	Recall:59.53%
   80   482   810	RPs/Img: 8.41	IOU: 51.86%	Recall:59.51%
   81   486   817	RPs/Img: 8.37	IOU: 51.81%	Recall:59.49%
   82   487   818	RPs/Img: 8.28	IOU: 51.83%	Recall:59.54%
   83   488   819	RPs/Img: 8.19	IOU: 51.86%	Recall:59.58%
   84   492   824	RPs/Img: 8.14	IOU: 51.88%	Recall:59.71%
   85   495   829	RPs/Img: 8.08	IOU: 51.81%	Recall:59.71%
   86   496   832	RPs/Img: 8.01	IOU: 51.82%	Recall:59.62%
   87   500   840	RPs/Img: 7.98	IOU: 51.76%	Recall:59.52%
   88   501   841	RPs/Img: 7.90	IOU: 51.77%	Recall:59.57%
   89   504   847	RPs/Img: 7.86	IOU: 51.76%	Recall:59.50%
   90   509   853	RPs/Img: 7.82	IOU: 51.77%	Recall:59.67%
   91   515   862	RPs/Img: 7.82	IOU: 51.74%	Recall:59.74%
   92   516   863	RPs/Img: 7.74	IOU: 51.76%	Recall:59.79%
   93   517   864	RPs/Img: 7.67	IOU: 51.78%	Recall:59.84%
   94   518   865	RPs/Img: 7.60	IOU: 51.79%	Recall:59.88%
   95   520   871	RPs/Img: 7.56	IOU: 51.75%	Recall:59.70%
   96   522   873	RPs/Img: 7.51	IOU: 51.81%	Recall:59.79%
   97   525   879	RPs/Img: 7.47	IOU: 51.80%	Recall:59.73%
   98   529   883	RPs/Img: 7.43	IOU: 51.88%	Recall:59.91%
   99   531   885	RPs/Img: 7.38	IOU: 51.92%	Recall:60.00%
  100   532   886	RPs/Img: 7.32	IOU: 51.94%	Recall:60.05%
  101   534   892	RPs/Img: 7.27	IOU: 51.84%	Recall:59.87%
  102   537   896	RPs/Img: 7.23	IOU: 51.84%	Recall:59.93%
  103   538   898	RPs/Img: 7.17	IOU: 51.82%	Recall:59.91%
  104   541   901	RPs/Img: 7.13	IOU: 51.88%	Recall:60.04%
  105   542   904	RPs/Img: 7.08	IOU: 51.88%	Recall:59.96%
  106   543   906	RPs/Img: 7.03	IOU: 51.86%	Recall:59.93%
  107   544   907	RPs/Img: 6.97	IOU: 51.88%	Recall:59.98%
  108   545   908	RPs/Img: 6.92	IOU: 51.90%	Recall:60.02%
  109   546   909	RPs/Img: 6.86	IOU: 51.92%	Recall:60.07%
  110   547   910	RPs/Img: 6.81	IOU: 51.94%	Recall:60.11%
  111   548   911	RPs/Img: 6.76	IOU: 51.96%	Recall:60.15%
  112   551   914	RPs/Img: 6.72	IOU: 51.99%	Recall:60.28%
  113   552   915	RPs/Img: 6.67	IOU: 52.01%	Recall:60.33%
  114   553   917	RPs/Img: 6.62	IOU: 52.02%	Recall:60.31%
  115   553   918	RPs/Img: 6.56	IOU: 51.96%	Recall:60.24%
  116   555   920	RPs/Img: 6.52	IOU: 52.00%	Recall:60.33%
  117   556   921	RPs/Img: 6.47	IOU: 52.03%	Recall:60.37%
  118   557   922	RPs/Img: 6.43	IOU: 52.04%	Recall:60.41%
  119   558   923	RPs/Img: 6.38	IOU: 52.07%	Recall:60.46%
  120   559   924	RPs/Img: 6.34	IOU: 52.09%	Recall:60.50%
  121   560   925	RPs/Img: 6.30	IOU: 52.11%	Recall:60.54%
  122   561   926	RPs/Img: 6.25	IOU: 52.13%	Recall:60.58%
  123   561   928	RPs/Img: 6.21	IOU: 52.11%	Recall:60.45%
  124   562   929	RPs/Img: 6.17	IOU: 52.13%	Recall:60.50%
  125   564   931	RPs/Img: 6.13	IOU: 52.15%	Recall:60.58%
  126   565   932	RPs/Img: 6.09	IOU: 52.17%	Recall:60.62%
  127   566   933	RPs/Img: 6.05	IOU: 52.19%	Recall:60.66%
  128   567   934	RPs/Img: 6.02	IOU: 52.22%	Recall:60.71%
  129   568   935	RPs/Img: 5.98	IOU: 52.24%	Recall:60.75%
  130   569   936	RPs/Img: 5.94	IOU: 52.24%	Recall:60.79%
  131   570   937	RPs/Img: 5.90	IOU: 52.25%	Recall:60.83%
  132   571   938	RPs/Img: 5.86	IOU: 52.26%	Recall:60.87%
  133   572   939	RPs/Img: 5.83	IOU: 52.28%	Recall:60.92%
  134   573   940	RPs/Img: 5.79	IOU: 52.30%	Recall:60.96%
  135   574   941	RPs/Img: 5.76	IOU: 52.32%	Recall:61.00%
  136   575   942	RPs/Img: 5.72	IOU: 52.34%	Recall:61.04%
  137   576   943	RPs/Img: 5.69	IOU: 52.35%	Recall:61.08%
  138   577   944	RPs/Img: 5.65	IOU: 52.36%	Recall:61.12%
  139   578   945	RPs/Img: 5.62	IOU: 52.37%	Recall:61.16%
  140   579   946	RPs/Img: 5.59	IOU: 52.40%	Recall:61.21%
  141   580   947	RPs/Img: 5.56	IOU: 52.41%	Recall:61.25%
  142   584   951	RPs/Img: 5.55	IOU: 52.51%	Recall:61.41%
  143   588   955	RPs/Img: 5.53	IOU: 52.56%	Recall:61.57%
  144   589   956	RPs/Img: 5.50	IOU: 52.59%	Recall:61.61%
  145   590   957	RPs/Img: 5.47	IOU: 52.61%	Recall:61.65%
  146   592   959	RPs/Img: 5.45	IOU: 52.66%	Recall:61.73%
  147   593   960	RPs/Img: 5.42	IOU: 52.69%	Recall:61.77%
  148   594   962	RPs/Img: 5.39	IOU: 52.65%	Recall:61.75%
  149   597   965	RPs/Img: 5.37	IOU: 52.70%	Recall:61.87%
  150   598   966	RPs/Img: 5.34	IOU: 52.73%	Recall:61.90%
  151   599   967	RPs/Img: 5.32	IOU: 52.74%	Recall:61.94%
  152   601   969	RPs/Img: 5.29	IOU: 52.78%	Recall:62.02%
  153   602   970	RPs/Img: 5.27	IOU: 52.80%	Recall:62.06%
  154   603   971	RPs/Img: 5.24	IOU: 52.82%	Recall:62.10%
  155   604   972	RPs/Img: 5.21	IOU: 52.84%	Recall:62.14%
  156   607   975	RPs/Img: 5.20	IOU: 52.90%	Recall:62.26%
  157   608   976	RPs/Img: 5.17	IOU: 52.92%	Recall:62.30%
  158   609   977	RPs/Img: 5.14	IOU: 52.94%	Recall:62.33%
  159   610   978	RPs/Img: 5.12	IOU: 52.96%	Recall:62.37%
  160   611   979	RPs/Img: 5.09	IOU: 52.98%	Recall:62.41%
  161   612   980	RPs/Img: 5.07	IOU: 53.00%	Recall:62.45%
  162   613   981	RPs/Img: 5.04	IOU: 53.03%	Recall:62.49%
  163   614   982	RPs/Img: 5.02	IOU: 53.04%	Recall:62.53%
  164   615   983	RPs/Img: 4.99	IOU: 53.05%	Recall:62.56%
  165   616   984	RPs/Img: 4.97	IOU: 53.07%	Recall:62.60%
  166   619   987	RPs/Img: 4.96	IOU: 53.11%	Recall:62.72%
  167   620   988	RPs/Img: 4.93	IOU: 53.12%	Recall:62.75%
  168   621   989	RPs/Img: 4.91	IOU: 53.14%	Recall:62.79%
  169   622   990	RPs/Img: 4.89	IOU: 53.16%	Recall:62.83%
  170   623   991	RPs/Img: 4.87	IOU: 53.18%	Recall:62.87%
  171   624   992	RPs/Img: 4.84	IOU: 53.20%	Recall:62.90%
  172   625   993	RPs/Img: 4.82	IOU: 53.22%	Recall:62.94%
  173   626   994	RPs/Img: 4.80	IOU: 53.23%	Recall:62.98%
  174   627   995	RPs/Img: 4.78	IOU: 53.24%	Recall:63.02%
  175   628   996	RPs/Img: 4.76	IOU: 53.26%	Recall:63.05%
  176   629   997	RPs/Img: 4.73	IOU: 53.28%	Recall:63.09%
  177   630   998	RPs/Img: 4.71	IOU: 53.30%	Recall:63.13%
  178   631   999	RPs/Img: 4.69	IOU: 53.32%	Recall:63.16%
  179   642  1022	RPs/Img: 4.77	IOU: 53.22%	Recall:62.82%
  180   647  1031	RPs/Img: 4.78	IOU: 53.17%	Recall:62.75%
  181   650  1037	RPs/Img: 4.78	IOU: 53.11%	Recall:62.68%
  182   651  1038	RPs/Img: 4.76	IOU: 53.12%	Recall:62.72%
  183   652  1039	RPs/Img: 4.74	IOU: 53.13%	Recall:62.75%
  184   653  1040	RPs/Img: 4.72	IOU: 53.15%	Recall:62.79%
  185   654  1041	RPs/Img: 4.70	IOU: 53.16%	Recall:62.82%
  186   655  1042	RPs/Img: 4.68	IOU: 53.18%	Recall:62.86%
  187   656  1043	RPs/Img: 4.66	IOU: 53.19%	Recall:62.90%
  188   657  1044	RPs/Img: 4.64	IOU: 53.21%	Recall:62.93%
  189   662  1069	RPs/Img: 4.74	IOU: 52.92%	Recall:61.93%
  190   662  1069	RPs/Img: 4.72	IOU: 52.92%	Recall:61.93%
  191   662  1069	RPs/Img: 4.69	IOU: 52.92%	Recall:61.93%
  192   662  1069	RPs/Img: 4.67	IOU: 52.92%	Recall:61.93%
  193   666  1077	RPs/Img: 4.68	IOU: 52.90%	Recall:61.84%
  194   666  1078	RPs/Img: 4.67	IOU: 52.89%	Recall:61.78%
  195   666  1078	RPs/Img: 4.65	IOU: 52.89%	Recall:61.78%
  196   666  1078	RPs/Img: 4.62	IOU: 52.89%	Recall:61.78%
  197   666  1078	RPs/Img: 4.60	IOU: 52.89%	Recall:61.78%
  198   668  1080	RPs/Img: 4.59	IOU: 52.92%	Recall:61.85%
  199   668  1080	RPs/Img: 4.57	IOU: 52.92%	Recall:61.85%
  200   668  1080	RPs/Img: 4.54	IOU: 52.92%	Recall:61.85%
  201   668  1080	RPs/Img: 4.52	IOU: 52.92%	Recall:61.85%
  202   668  1080	RPs/Img: 4.50	IOU: 52.92%	Recall:61.85%
  203   670  1083	RPs/Img: 4.49	IOU: 52.92%	Recall:61.87%
  204   670  1083	RPs/Img: 4.47	IOU: 52.92%	Recall:61.87%
  205   670  1083	RPs/Img: 4.45	IOU: 52.92%	Recall:61.87%
  206   670  1083	RPs/Img: 4.43	IOU: 52.92%	Recall:61.87%
  207   670  1083	RPs/Img: 4.40	IOU: 52.92%	Recall:61.87%
  208   670  1083	RPs/Img: 4.38	IOU: 52.92%	Recall:61.87%
