    0    26    35	RPs/Img: 29.00	IOU: 59.50%	Recall:74.29%	Precision:89.66%	RMSE:1.00 avgRMSE:1.00	C0: 1.00  C1: 0.75  C2: -nan  C3: 0.75  C4: 0.70 
    1    57    71	RPs/Img: 31.50	IOU: 60.82%	Recall:80.28%	Precision:90.48%	RMSE:0.60 avgRMSE:0.80	C0: 1.00  C1: 0.67  C2: -nan  C3: 0.80  C4: 0.84 
    2    58    72	RPs/Img: 21.33	IOU: 60.97%	Recall:80.56%	Precision:90.62%	RMSE:0.00 avgRMSE:0.53	C0: 1.00  C1: 0.70  C2: -nan  C3: 0.80  C4: 0.84 
    3    58    73	RPs/Img: 16.00	IOU: 60.14%	Recall:79.45%	Precision:90.62%	RMSE:1.00 avgRMSE:0.65	C0: 1.00  C1: 0.64  C2: -nan  C3: 0.80  C4: 0.84 
    4    58    74	RPs/Img: 13.00	IOU: 59.84%	Recall:78.38%	Precision:89.23%	RMSE:1.00 avgRMSE:0.72	C0: 1.00  C1: 0.58  C2: -nan  C3: 0.80  C4: 0.84 
    5    64    86	RPs/Img: 12.00	IOU: 58.39%	Recall:74.42%	Precision:88.89%	RMSE:1.47 avgRMSE:0.85	C0: 0.67  C1: 0.58  C2: -nan  C3: 0.75  C4: 0.84 
    6    76   100	RPs/Img: 12.71	IOU: 57.27%	Recall:76.00%	Precision:85.39%	RMSE:0.53 avgRMSE:0.80	C0: 0.75  C1: 0.58  C2: -nan  C3: 0.77  C4: 0.84 
    7    84   109	RPs/Img: 12.88	IOU: 58.17%	Recall:77.06%	Precision:81.55%	RMSE:0.33 avgRMSE:0.74	C0: 0.83  C1: 0.62  C2: -nan  C3: 0.77  C4: 0.84 
    8    84   110	RPs/Img: 11.44	IOU: 57.64%	Recall:76.36%	Precision:81.55%	RMSE:1.00 avgRMSE:0.77	C0: 0.83  C1: 0.57  C2: -nan  C3: 0.77  C4: 0.84 
    9    84   111	RPs/Img: 10.40	IOU: 57.29%	Recall:75.68%	Precision:80.77%	RMSE:1.00 avgRMSE:0.79	C0: 0.83  C1: 0.53  C2: -nan  C3: 0.77  C4: 0.84 
   10    92   119	RPs/Img: 10.36	IOU: 58.29%	Recall:77.31%	Precision:80.70%	RMSE:0.00 avgRMSE:0.72	C0: 0.86  C1: 0.61  C2: -nan  C3: 0.79  C4: 0.84 
   11    92   121	RPs/Img: 9.50	IOU: 57.33%	Recall:76.03%	Precision:80.70%	RMSE:1.41 avgRMSE:0.78	C0: 0.86  C1: 0.61  C2: -nan  C3: 0.77  C4: 0.84 
   12   100   130	RPs/Img: 9.46	IOU: 58.07%	Recall:76.92%	Precision:81.30%	RMSE:0.33 avgRMSE:0.75	C0: 0.88  C1: 0.65  C2: -nan  C3: 0.77  C4: 0.84 
   13   110   147	RPs/Img: 9.50	IOU: 57.54%	Recall:74.83%	Precision:82.71%	RMSE:1.48 avgRMSE:0.80	C0: 0.88  C1: 0.65  C2: 0.14  C3: 0.77  C4: 0.86 
   14   117   160	RPs/Img: 9.40	IOU: 57.43%	Recall:73.12%	Precision:82.98%	RMSE:1.41 avgRMSE:0.84	C0: 0.89  C1: 0.65  C2: 0.08  C3: 0.77  C4: 0.86 
   15   118   161	RPs/Img: 8.88	IOU: 57.59%	Recall:73.29%	Precision:83.10%	RMSE:0.00 avgRMSE:0.79	C0: 0.89  C1: 0.65  C2: 0.08  C3: 0.77  C4: 0.86 
