    0     6    11	RPs/Img: 16.00	IOU: 54.60%	Recall:54.55%	Precision:37.50%	C0: 0.00  C1: -nan  C2: 0.00  C3: -nan  C4: 0.86 
   35    79   175	RPs/Img: 5.69	IOU: 43.96%	Recall:45.14%	Precision:38.54%	C0: 0.32  C1: 0.50  C2: 0.09  C3: 1.00  C4: 0.82 
   36    79   176	RPs/Img: 5.59	IOU: 43.92%	Recall:44.89%	Precision:38.16%	C0: 0.30  C1: 0.50  C2: 0.09  C3: 1.00  C4: 0.82 
   37    80   178	RPs/Img: 5.55	IOU: 43.99%	Recall:44.94%	Precision:37.91%	C0: 0.29  C1: 0.50  C2: 0.09  C3: 1.00  C4: 0.82 
   38    81   179	RPs/Img: 5.46	IOU: 44.18%	Recall:45.25%	Precision:38.03%	C0: 0.29  C1: 0.50  C2: 0.09  C3: 1.00  C4: 0.82 
   39    81   180	RPs/Img: 5.38	IOU: 44.12%	Recall:45.00%	Precision:37.67%	C0: 0.29  C1: 0.40  C2: 0.09  C3: 1.00  C4: 0.82 
   40    82   182	RPs/Img: 5.32	IOU: 44.33%	Recall:45.05%	Precision:37.61%	C0: 0.28  C1: 0.40  C2: 0.09  C3: 1.00  C4: 0.82 
   41    83   183	RPs/Img: 5.21	IOU: 44.55%	Recall:45.36%	Precision:37.90%	C0: 0.31  C1: 0.40  C2: 0.09  C3: 1.00  C4: 0.82 
   42    86   187	RPs/Img: 5.40	IOU: 45.00%	Recall:45.99%	Precision:37.07%	C0: 0.33  C1: 0.40  C2: 0.09  C3: 1.00  C4: 0.82 
   43    88   190	RPs/Img: 5.50	IOU: 45.43%	Recall:46.32%	Precision:36.36%	C0: 0.33  C1: 0.40  C2: 0.09  C3: 1.00  C4: 0.81 
   44    91   194	RPs/Img: 5.62	IOU: 45.72%	Recall:46.91%	Precision:35.97%	C0: 0.33  C1: 0.40  C2: 0.09  C3: 1.00  C4: 0.81 
   45    92   195	RPs/Img: 5.54	IOU: 45.92%	Recall:47.18%	Precision:36.08%	C0: 0.36  C1: 0.40  C2: 0.09  C3: 1.00  C4: 0.81 
   46   100   204	RPs/Img: 5.70	IOU: 47.13%	Recall:49.02%	Precision:37.31%	C0: 0.36  C1: 0.40  C2: 0.09  C3: 0.89  C4: 0.81 
   47   107   212	RPs/Img: 5.77	IOU: 48.02%	Recall:50.47%	Precision:38.63%	C0: 0.38  C1: 0.40  C2: 0.09  C3: 0.88  C4: 0.81 
   48   108   213	RPs/Img: 5.71	IOU: 48.19%	Recall:50.70%	Precision:38.57%	C0: 0.40  C1: 0.40  C2: 0.09  C3: 0.88  C4: 0.81 
   49   109   214	RPs/Img: 5.64	IOU: 48.31%	Recall:50.93%	Precision:38.65%	C0: 0.42  C1: 0.40  C2: 0.09  C3: 0.88  C4: 0.81 
   50   110   215	RPs/Img: 5.55	IOU: 48.49%	Recall:51.16%	Precision:38.87%	C0: 0.42  C1: 0.50  C2: 0.09  C3: 0.88  C4: 0.81 
   51   111   216	RPs/Img: 5.48	IOU: 48.58%	Recall:51.39%	Precision:38.95%	C0: 0.44  C1: 0.50  C2: 0.09  C3: 0.88  C4: 0.81 
   52   116   222	RPs/Img: 5.53	IOU: 48.92%	Recall:52.25%	Precision:39.59%	C0: 0.44  C1: 0.62  C2: 0.09  C3: 0.85  C4: 0.81 
   53   120   226	RPs/Img: 5.56	IOU: 49.50%	Recall:53.10%	Precision:40.00%	C0: 0.44  C1: 0.73  C2: 0.09  C3: 0.86  C4: 0.81 
   54   137   265	RPs/Img: 5.84	IOU: 48.71%	Recall:51.70%	Precision:42.68%	C0: 0.44  C1: 0.75  C2: 0.09  C3: 0.55  C4: 0.82 
   55   144   275	RPs/Img: 5.93	IOU: 49.03%	Recall:52.36%	Precision:43.37%	C0: 0.47  C1: 0.75  C2: 0.09  C3: 0.56  C4: 0.82 
   56   165   307	RPs/Img: 6.40	IOU: 50.06%	Recall:53.75%	Precision:45.21%	C0: 0.49  C1: 0.71  C2: 0.09  C3: 0.57  C4: 0.83 
   57   165   308	RPs/Img: 6.31	IOU: 49.89%	Recall:53.57%	Precision:45.08%	C0: 0.49  C1: 0.71  C2: 0.09  C3: 0.56  C4: 0.83 
   58   189   341	RPs/Img: 6.78	IOU: 50.62%	Recall:55.43%	Precision:47.25%	C0: 0.50  C1: 0.73  C2: 0.09  C3: 0.57  C4: 0.84 
   59   192   345	RPs/Img: 6.75	IOU: 50.81%	Recall:55.65%	Precision:47.41%	C0: 0.51  C1: 0.73  C2: 0.10  C3: 0.57  C4: 0.84 
   60   199   358	RPs/Img: 6.84	IOU: 50.76%	Recall:55.59%	Precision:47.72%	C0: 0.51  C1: 0.75  C2: 0.10  C3: 0.57  C4: 0.84 
   61   211   373	RPs/Img: 7.03	IOU: 51.28%	Recall:56.57%	Precision:48.39%	C0: 0.51  C1: 0.78  C2: 0.10  C3: 0.59  C4: 0.84 
   62   211   374	RPs/Img: 6.92	IOU: 51.14%	Recall:56.42%	Precision:48.39%	C0: 0.51  C1: 0.74  C2: 0.10  C3: 0.59  C4: 0.84 
   63   216   388	RPs/Img: 6.92	IOU: 50.36%	Recall:55.67%	Precision:48.76%	C0: 0.51  C1: 0.75  C2: 0.10  C3: 0.56  C4: 0.83 
   64   218   392	RPs/Img: 6.86	IOU: 50.26%	Recall:55.61%	Precision:48.88%	C0: 0.51  C1: 0.76  C2: 0.10  C3: 0.56  C4: 0.83 
   65   219   393	RPs/Img: 6.77	IOU: 50.30%	Recall:55.73%	Precision:48.99%	C0: 0.51  C1: 0.77  C2: 0.10  C3: 0.56  C4: 0.83 
   66   220   394	RPs/Img: 6.69	IOU: 50.39%	Recall:55.84%	Precision:49.11%	C0: 0.51  C1: 0.78  C2: 0.10  C3: 0.56  C4: 0.83 
   67   220   395	RPs/Img: 6.59	IOU: 50.26%	Recall:55.70%	Precision:49.11%	C0: 0.51  C1: 0.75  C2: 0.10  C3: 0.56  C4: 0.83 
   68   227   407	RPs/Img: 6.61	IOU: 50.07%	Recall:55.77%	Precision:49.78%	C0: 0.51  C1: 0.75  C2: 0.11  C3: 0.56  C4: 0.83 
   69   230   414	RPs/Img: 6.60	IOU: 49.99%	Recall:55.56%	Precision:49.78%	C0: 0.50  C1: 0.75  C2: 0.11  C3: 0.56  C4: 0.84 
   70   251   445	RPs/Img: 6.83	IOU: 50.44%	Recall:56.40%	Precision:51.75%	C0: 0.51  C1: 0.75  C2: 0.16  C3: 0.56  C4: 0.84 
   71   265   473	RPs/Img: 6.96	IOU: 49.97%	Recall:56.03%	Precision:52.89%	C0: 0.51  C1: 0.75  C2: 0.15  C3: 0.56  C4: 0.85 
   72   279   496	RPs/Img: 7.04	IOU: 50.25%	Recall:56.25%	Precision:54.28%	C0: 0.51  C1: 0.75  C2: 0.17  C3: 0.56  C4: 0.86 
   73   291   513	RPs/Img: 7.15	IOU: 50.59%	Recall:56.73%	Precision:55.01%	C0: 0.54  C1: 0.75  C2: 0.16  C3: 0.57  C4: 0.86 
   74   296   518	RPs/Img: 7.13	IOU: 50.84%	Recall:57.14%	Precision:55.33%	C0: 0.55  C1: 0.75  C2: 0.16  C3: 0.57  C4: 0.86 
   75   297   521	RPs/Img: 7.08	IOU: 50.80%	Recall:57.01%	Precision:55.20%	C0: 0.55  C1: 0.75  C2: 0.17  C3: 0.57  C4: 0.85 
   76   311   544	RPs/Img: 7.25	IOU: 50.82%	Recall:57.17%	Precision:55.73%	C0: 0.55  C1: 0.75  C2: 0.20  C3: 0.57  C4: 0.85 
   77   320   561	RPs/Img: 7.28	IOU: 50.75%	Recall:57.04%	Precision:56.34%	C0: 0.56  C1: 0.75  C2: 0.20  C3: 0.57  C4: 0.86 
   78   333   581	RPs/Img: 7.42	IOU: 50.94%	Recall:57.31%	Precision:56.83%	C0: 0.57  C1: 0.75  C2: 0.20  C3: 0.58  C4: 0.86 
   79   336   585	RPs/Img: 7.39	IOU: 51.03%	Recall:57.44%	Precision:56.85%	C0: 0.58  C1: 0.75  C2: 0.20  C3: 0.58  C4: 0.85 
   80   344   602	RPs/Img: 7.41	IOU: 50.86%	Recall:57.14%	Precision:57.33%	C0: 0.58  C1: 0.75  C2: 0.20  C3: 0.58  C4: 0.84 
   81   346   606	RPs/Img: 7.34	IOU: 50.79%	Recall:57.10%	Precision:57.48%	C0: 0.57  C1: 0.75  C2: 0.20  C3: 0.58  C4: 0.84 
   82   347   607	RPs/Img: 7.28	IOU: 50.82%	Recall:57.17%	Precision:57.45%	C0: 0.57  C1: 0.76  C2: 0.20  C3: 0.58  C4: 0.84 
   83   353   616	RPs/Img: 7.26	IOU: 50.85%	Recall:57.31%	Precision:57.87%	C0: 0.57  C1: 0.76  C2: 0.21  C3: 0.58  C4: 0.85 
   84   363   635	RPs/Img: 7.28	IOU: 50.66%	Recall:57.17%	Precision:58.64%	C0: 0.58  C1: 0.76  C2: 0.20  C3: 0.58  C4: 0.85 
   85   364   636	RPs/Img: 7.22	IOU: 50.72%	Recall:57.23%	Precision:58.62%	C0: 0.58  C1: 0.77  C2: 0.20  C3: 0.58  C4: 0.85 
   86   366   639	RPs/Img: 7.16	IOU: 50.75%	Recall:57.28%	Precision:58.75%	C0: 0.58  C1: 0.77  C2: 0.20  C3: 0.58  C4: 0.85 
   87   368   641	RPs/Img: 7.15	IOU: 50.81%	Recall:57.41%	Precision:58.51%	C0: 0.58  C1: 0.77  C2: 0.20  C3: 0.58  C4: 0.85 
   88   369   642	RPs/Img: 7.12	IOU: 50.84%	Recall:57.48%	Precision:58.20%	C0: 0.58  C1: 0.78  C2: 0.20  C3: 0.58  C4: 0.85 
   89   383   659	RPs/Img: 7.29	IOU: 51.31%	Recall:58.12%	Precision:58.38%	C0: 0.60  C1: 0.78  C2: 0.20  C3: 0.59  C4: 0.85 
   90   390   670	RPs/Img: 7.31	IOU: 51.42%	Recall:58.21%	Precision:58.65%	C0: 0.59  C1: 0.79  C2: 0.20  C3: 0.59  C4: 0.85 
   91   404   689	RPs/Img: 7.40	IOU: 51.73%	Recall:58.64%	Precision:59.32%	C0: 0.60  C1: 0.79  C2: 0.20  C3: 0.59  C4: 0.85 
   92   407   696	RPs/Img: 7.38	IOU: 51.71%	Recall:58.48%	Precision:59.33%	C0: 0.60  C1: 0.79  C2: 0.20  C3: 0.58  C4: 0.85 
   93   415   707	RPs/Img: 7.44	IOU: 51.87%	Recall:58.70%	Precision:59.37%	C0: 0.58  C1: 0.79  C2: 0.20  C3: 0.58  C4: 0.86 
   94   422   722	RPs/Img: 7.47	IOU: 51.83%	Recall:58.45%	Precision:59.44%	C0: 0.59  C1: 0.79  C2: 0.20  C3: 0.59  C4: 0.85 
   95   432   734	RPs/Img: 7.53	IOU: 52.01%	Recall:58.86%	Precision:59.75%	C0: 0.60  C1: 0.79  C2: 0.20  C3: 0.59  C4: 0.85 
   96   437   742	RPs/Img: 7.52	IOU: 52.01%	Recall:58.89%	Precision:59.95%	C0: 0.60  C1: 0.79  C2: 0.20  C3: 0.59  C4: 0.85 
   97   455   767	RPs/Img: 7.65	IOU: 52.24%	Recall:59.32%	Precision:60.67%	C0: 0.60  C1: 0.79  C2: 0.20  C3: 0.60  C4: 0.85 
   98   456   768	RPs/Img: 7.59	IOU: 52.28%	Recall:59.38%	Precision:60.72%	C0: 0.61  C1: 0.79  C2: 0.20  C3: 0.60  C4: 0.85 
   99   457   771	RPs/Img: 7.59	IOU: 52.16%	Recall:59.27%	Precision:60.21%	C0: 0.61  C1: 0.79  C2: 0.20  C3: 0.59  C4: 0.85 
  100   459   775	RPs/Img: 7.55	IOU: 52.17%	Recall:59.23%	Precision:60.16%	C0: 0.61  C1: 0.79  C2: 0.19  C3: 0.59  C4: 0.85 
  101   465   782	RPs/Img: 7.59	IOU: 52.33%	Recall:59.46%	Precision:60.08%	C0: 0.61  C1: 0.79  C2: 0.19  C3: 0.59  C4: 0.86 
  102   467   784	RPs/Img: 7.53	IOU: 52.38%	Recall:59.57%	Precision:60.18%	C0: 0.62  C1: 0.79  C2: 0.19  C3: 0.59  C4: 0.86 
  103   480   800	RPs/Img: 7.62	IOU: 52.64%	Recall:60.00%	Precision:60.53%	C0: 0.62  C1: 0.79  C2: 0.19  C3: 0.60  C4: 0.86 
  104   487   810	RPs/Img: 7.67	IOU: 52.75%	Recall:60.12%	Precision:60.50%	C0: 0.62  C1: 0.79  C2: 0.19  C3: 0.59  C4: 0.86 
  105   492   815	RPs/Img: 7.72	IOU: 52.83%	Recall:60.37%	Precision:60.15%	C0: 0.62  C1: 0.81  C2: 0.19  C3: 0.60  C4: 0.86 
  106   496   821	RPs/Img: 7.69	IOU: 52.87%	Recall:60.41%	Precision:60.27%	C0: 0.63  C1: 0.81  C2: 0.19  C3: 0.60  C4: 0.86 
  107   497   823	RPs/Img: 7.63	IOU: 52.88%	Recall:60.39%	Precision:60.32%	C0: 0.63  C1: 0.81  C2: 0.19  C3: 0.60  C4: 0.86 
  108   500   828	RPs/Img: 7.60	IOU: 52.91%	Recall:60.39%	Precision:60.39%	C0: 0.63  C1: 0.81  C2: 0.19  C3: 0.60  C4: 0.86 
  109   501   829	RPs/Img: 7.54	IOU: 52.95%	Recall:60.43%	Precision:60.43%	C0: 0.63  C1: 0.81  C2: 0.19  C3: 0.60  C4: 0.86 
  110   502   830	RPs/Img: 7.48	IOU: 52.99%	Recall:60.48%	Precision:60.48%	C0: 0.64  C1: 0.81  C2: 0.19  C3: 0.60  C4: 0.86 
  111   505   834	RPs/Img: 7.51	IOU: 53.06%	Recall:60.55%	Precision:60.05%	C0: 0.64  C1: 0.83  C2: 0.19  C3: 0.60  C4: 0.86 
  112   507   836	RPs/Img: 7.50	IOU: 53.12%	Recall:60.65%	Precision:59.86%	C0: 0.64  C1: 0.83  C2: 0.19  C3: 0.60  C4: 0.86 
  113   508   839	RPs/Img: 7.47	IOU: 53.08%	Recall:60.55%	Precision:59.62%	C0: 0.63  C1: 0.83  C2: 0.19  C3: 0.60  C4: 0.86 
  114   520   867	RPs/Img: 7.52	IOU: 52.73%	Recall:59.98%	Precision:60.12%	C0: 0.62  C1: 0.83  C2: 0.20  C3: 0.60  C4: 0.84 
  115   531   897	RPs/Img: 7.58	IOU: 52.15%	Recall:59.20%	Precision:60.41%	C0: 0.62  C1: 0.83  C2: 0.20  C3: 0.59  C4: 0.82 
  116   546   928	RPs/Img: 7.67	IOU: 51.90%	Recall:58.84%	Precision:60.87%	C0: 0.63  C1: 0.83  C2: 0.21  C3: 0.59  C4: 0.81 
  117   559   950	RPs/Img: 7.71	IOU: 51.78%	Recall:58.84%	Precision:61.43%	C0: 0.63  C1: 0.83  C2: 0.22  C3: 0.59  C4: 0.81 
  118   572   970	RPs/Img: 7.77	IOU: 51.87%	Recall:58.97%	Precision:61.84%	C0: 0.63  C1: 0.83  C2: 0.23  C3: 0.59  C4: 0.80 
  119   581  1005	RPs/Img: 7.78	IOU: 51.02%	Recall:57.81%	Precision:62.21%	C0: 0.62  C1: 0.83  C2: 0.23  C3: 0.59  C4: 0.77 
  120   588  1042	RPs/Img: 7.78	IOU: 49.94%	Recall:56.43%	Precision:62.49%	C0: 0.62  C1: 0.83  C2: 0.22  C3: 0.58  C4: 0.75 
  121   593  1056	RPs/Img: 7.81	IOU: 49.76%	Recall:56.16%	Precision:62.22%	C0: 0.61  C1: 0.83  C2: 0.22  C3: 0.58  C4: 0.74 
  122   606  1097	RPs/Img: 7.89	IOU: 49.38%	Recall:55.24%	Precision:62.41%	C0: 0.61  C1: 0.83  C2: 0.22  C3: 0.57  C4: 0.72 
  123   625  1126	RPs/Img: 8.00	IOU: 49.52%	Recall:55.51%	Precision:63.00%	C0: 0.62  C1: 0.81  C2: 0.22  C3: 0.58  C4: 0.72 
  124   649  1177	RPs/Img: 8.14	IOU: 49.21%	Recall:55.14%	Precision:63.82%	C0: 0.62  C1: 0.81  C2: 0.23  C3: 0.57  C4: 0.71 
  125   662  1206	RPs/Img: 8.18	IOU: 49.04%	Recall:54.89%	Precision:64.21%	C0: 0.62  C1: 0.81  C2: 0.24  C3: 0.56  C4: 0.71 
  126   680  1246	RPs/Img: 8.35	IOU: 48.92%	Recall:54.57%	Precision:64.09%	C0: 0.61  C1: 0.81  C2: 0.24  C3: 0.56  C4: 0.70 
  127   689  1269	RPs/Img: 8.41	IOU: 48.74%	Recall:54.29%	Precision:64.03%	C0: 0.61  C1: 0.81  C2: 0.24  C3: 0.56  C4: 0.69 
  128   700  1300	RPs/Img: 8.43	IOU: 48.42%	Recall:53.85%	Precision:64.34%	C0: 0.61  C1: 0.81  C2: 0.23  C3: 0.56  C4: 0.69 
  129   708  1325	RPs/Img: 8.43	IOU: 48.14%	Recall:53.43%	Precision:64.60%	C0: 0.61  C1: 0.81  C2: 0.23  C3: 0.56  C4: 0.68 
  130   716  1336	RPs/Img: 8.50	IOU: 48.18%	Recall:53.59%	Precision:64.33%	C0: 0.61  C1: 0.81  C2: 0.23  C3: 0.56  C4: 0.69 
  131   738  1374	RPs/Img: 8.69	IOU: 48.22%	Recall:53.71%	Precision:64.34%	C0: 0.60  C1: 0.81  C2: 0.24  C3: 0.56  C4: 0.69 
  132   755  1405	RPs/Img: 8.79	IOU: 48.31%	Recall:53.74%	Precision:64.59%	C0: 0.60  C1: 0.81  C2: 0.25  C3: 0.56  C4: 0.69 
  133   775  1441	RPs/Img: 8.90	IOU: 48.33%	Recall:53.78%	Precision:64.96%	C0: 0.61  C1: 0.81  C2: 0.26  C3: 0.55  C4: 0.69 
  134   779  1474	RPs/Img: 8.88	IOU: 47.56%	Recall:52.85%	Precision:64.97%	C0: 0.59  C1: 0.81  C2: 0.25  C3: 0.55  C4: 0.67 
  135   796  1503	RPs/Img: 8.98	IOU: 47.71%	Recall:52.96%	Precision:65.19%	C0: 0.60  C1: 0.81  C2: 0.26  C3: 0.55  C4: 0.67 
  136   810  1534	RPs/Img: 9.06	IOU: 47.64%	Recall:52.80%	Precision:65.27%	C0: 0.60  C1: 0.81  C2: 0.26  C3: 0.55  C4: 0.67 
  137   818  1549	RPs/Img: 9.06	IOU: 47.51%	Recall:52.81%	Precision:65.44%	C0: 0.60  C1: 0.81  C2: 0.27  C3: 0.55  C4: 0.67 
  138   832  1585	RPs/Img: 9.10	IOU: 47.29%	Recall:52.49%	Precision:65.77%	C0: 0.60  C1: 0.81  C2: 0.26  C3: 0.54  C4: 0.67 
  139   834  1589	RPs/Img: 9.05	IOU: 47.28%	Recall:52.49%	Precision:65.82%	C0: 0.60  C1: 0.77  C2: 0.26  C3: 0.54  C4: 0.67 
  140   835  1590	RPs/Img: 8.99	IOU: 47.29%	Recall:52.52%	Precision:65.85%	C0: 0.60  C1: 0.78  C2: 0.26  C3: 0.54  C4: 0.67 
  141   836  1591	RPs/Img: 8.94	IOU: 47.31%	Recall:52.55%	Precision:65.88%	C0: 0.60  C1: 0.79  C2: 0.26  C3: 0.54  C4: 0.67 
  142   837  1592	RPs/Img: 8.88	IOU: 47.33%	Recall:52.58%	Precision:65.91%	C0: 0.60  C1: 0.79  C2: 0.26  C3: 0.54  C4: 0.67 
  143   838  1593	RPs/Img: 8.83	IOU: 47.35%	Recall:52.61%	Precision:65.88%	C0: 0.60  C1: 0.79  C2: 0.26  C3: 0.54  C4: 0.67 
  144   840  1600	RPs/Img: 8.79	IOU: 47.23%	Recall:52.50%	Precision:65.93%	C0: 0.60  C1: 0.79  C2: 0.26  C3: 0.54  C4: 0.66 
  145   860  1645	RPs/Img: 8.87	IOU: 47.14%	Recall:52.28%	Precision:66.41%	C0: 0.61  C1: 0.79  C2: 0.26  C3: 0.53  C4: 0.66 
  146   864  1658	RPs/Img: 8.86	IOU: 47.02%	Recall:52.11%	Precision:66.31%	C0: 0.61  C1: 0.79  C2: 0.26  C3: 0.53  C4: 0.65 
  147   888  1695	RPs/Img: 9.01	IOU: 47.23%	Recall:52.39%	Precision:66.62%	C0: 0.61  C1: 0.79  C2: 0.28  C3: 0.53  C4: 0.66 
  148   889  1697	RPs/Img: 8.96	IOU: 47.25%	Recall:52.39%	Precision:66.59%	C0: 0.61  C1: 0.80  C2: 0.28  C3: 0.53  C4: 0.66 
  149   890  1699	RPs/Img: 8.91	IOU: 47.24%	Recall:52.38%	Precision:66.62%	C0: 0.61  C1: 0.78  C2: 0.28  C3: 0.53  C4: 0.66 
  150   891  1702	RPs/Img: 8.85	IOU: 47.21%	Recall:52.35%	Precision:66.64%	C0: 0.62  C1: 0.78  C2: 0.28  C3: 0.53  C4: 0.65 
  151   901  1728	RPs/Img: 8.92	IOU: 47.13%	Recall:52.14%	Precision:66.45%	C0: 0.62  C1: 0.78  C2: 0.27  C3: 0.53  C4: 0.65 
  152   933  1769	RPs/Img: 9.10	IOU: 47.42%	Recall:52.74%	Precision:67.03%	C0: 0.62  C1: 0.78  C2: 0.27  C3: 0.55  C4: 0.65 
  153   960  1806	RPs/Img: 9.25	IOU: 47.67%	Recall:53.16%	Precision:67.42%	C0: 0.62  C1: 0.78  C2: 0.27  C3: 0.55  C4: 0.65 
  154   981  1831	RPs/Img: 9.34	IOU: 47.91%	Recall:53.58%	Precision:67.75%	C0: 0.61  C1: 0.78  C2: 0.27  C3: 0.56  C4: 0.66 
  155   994  1847	RPs/Img: 9.37	IOU: 48.05%	Recall:53.82%	Precision:68.04%	C0: 0.62  C1: 0.78  C2: 0.27  C3: 0.56  C4: 0.66 
  156  1010  1872	RPs/Img: 9.42	IOU: 48.17%	Recall:53.95%	Precision:68.29%	C0: 0.62  C1: 0.78  C2: 0.27  C3: 0.56  C4: 0.66 
  157  1023  1886	RPs/Img: 9.49	IOU: 48.32%	Recall:54.24%	Precision:68.20%	C0: 0.62  C1: 0.78  C2: 0.27  C3: 0.57  C4: 0.66 
