    0     6    11	RPs/Img: 14.00	IOU: 54.60%	Recall:54.55%	Precision:42.86%	C0: 0.00  C1: -nan  C2: 0.00  C3: -nan  C4: 0.86 
    1     7    13	RPs/Img: 8.50	IOU: 53.42%	Recall:53.85%	Precision:41.18%	C0: 0.00  C1: -nan  C2: 0.00  C3: -nan  C4: 0.78 
    2    13    26	RPs/Img: 8.33	IOU: 45.25%	Recall:50.00%	Precision:52.00%	C0: 0.00  C1: -nan  C2: 0.09  C3: -nan  C4: 0.86 
    3    18    39	RPs/Img: 9.25	IOU: 42.71%	Recall:46.15%	Precision:48.65%	C0: 0.00  C1: -nan  C2: 0.11  C3: -nan  C4: 0.84 
    4    20    45	RPs/Img: 9.20	IOU: 43.15%	Recall:44.44%	Precision:43.48%	C0: 0.00  C1: -nan  C2: 0.15  C3: -nan  C4: 0.81 
    5    26    60	RPs/Img: 10.17	IOU: 43.70%	Recall:43.33%	Precision:42.62%	C0: 0.00  C1: -nan  C2: 0.15  C3: -nan  C4: 0.76 
    6    31    68	RPs/Img: 9.71	IOU: 44.22%	Recall:45.59%	Precision:45.59%	C0: 0.00  C1: -nan  C2: 0.14  C3: -nan  C4: 0.77 
    7    38    84	RPs/Img: 10.50	IOU: 43.76%	Recall:45.24%	Precision:45.24%	C0: 0.00  C1: -nan  C2: 0.13  C3: -nan  C4: 0.79 
    8    43    95	RPs/Img: 10.44	IOU: 43.45%	Recall:45.26%	Precision:45.74%	C0: 0.00  C1: -nan  C2: 0.11  C3: -nan  C4: 0.81 
    9    45   100	RPs/Img: 10.30	IOU: 43.14%	Recall:45.00%	Precision:43.69%	C0: 0.00  C1: -nan  C2: 0.11  C3: -nan  C4: 0.80 
   10    53   116	RPs/Img: 10.36	IOU: 43.31%	Recall:45.69%	Precision:46.49%	C0: 0.00  C1: -nan  C2: 0.13  C3: -nan  C4: 0.79 
   11    54   121	RPs/Img: 10.08	IOU: 43.29%	Recall:44.63%	Precision:44.63%	C0: 0.00  C1: -nan  C2: 0.12  C3: -nan  C4: 0.78 
   12    56   124	RPs/Img: 9.46	IOU: 43.81%	Recall:45.16%	Precision:45.53%	C0: 0.00  C1: -nan  C2: 0.12  C3: -nan  C4: 0.79 
   13    57   125	RPs/Img: 8.93	IOU: 44.06%	Recall:45.60%	Precision:45.60%	C0: 0.17  C1: -nan  C2: 0.12  C3: -nan  C4: 0.79 
   14    58   127	RPs/Img: 8.53	IOU: 44.28%	Recall:45.67%	Precision:45.31%	C0: 0.14  C1: -nan  C2: 0.12  C3: 1.00  C4: 0.79 
   15    66   142	RPs/Img: 9.12	IOU: 44.79%	Recall:46.48%	Precision:45.21%	C0: 0.14  C1: -nan  C2: 0.12  C3: 1.00  C4: 0.80 
   16    67   145	RPs/Img: 8.82	IOU: 44.76%	Recall:46.21%	Precision:44.67%	C0: 0.25  C1: -nan  C2: 0.12  C3: 1.00  C4: 0.79 
   17    70   149	RPs/Img: 8.56	IOU: 45.10%	Recall:46.98%	Precision:45.45%	C0: 0.40  C1: -nan  C2: 0.12  C3: 1.00  C4: 0.79 
   18    71   150	RPs/Img: 8.21	IOU: 45.28%	Recall:47.33%	Precision:45.51%	C0: 0.45  C1: -nan  C2: 0.12  C3: 1.00  C4: 0.79 
   19    74   155	RPs/Img: 8.10	IOU: 45.29%	Recall:47.74%	Precision:45.68%	C0: 0.50  C1: -nan  C2: 0.13  C3: 1.00  C4: 0.79 
   20    74   156	RPs/Img: 7.86	IOU: 45.24%	Recall:47.44%	Precision:44.85%	C0: 0.46  C1: -nan  C2: 0.13  C3: 1.00  C4: 0.79 
   21    74   157	RPs/Img: 7.59	IOU: 45.10%	Recall:47.13%	Precision:44.31%	C0: 0.43  C1: -nan  C2: 0.13  C3: 1.00  C4: 0.79 
   22    74   158	RPs/Img: 7.30	IOU: 45.02%	Recall:46.84%	Precision:44.05%	C0: 0.40  C1: -nan  C2: 0.13  C3: 1.00  C4: 0.79 
   23    74   159	RPs/Img: 7.04	IOU: 44.95%	Recall:46.54%	Precision:43.79%	C0: 0.38  C1: -nan  C2: 0.13  C3: 1.00  C4: 0.79 
   24    75   160	RPs/Img: 6.84	IOU: 45.15%	Recall:46.88%	Precision:43.86%	C0: 0.38  C1: 1.00  C2: 0.13  C3: 1.00  C4: 0.79 
   25    76   161	RPs/Img: 6.77	IOU: 45.35%	Recall:47.20%	Precision:43.18%	C0: 0.38  C1: 1.00  C2: 0.13  C3: 1.00  C4: 0.79 
   26    78   163	RPs/Img: 6.63	IOU: 45.63%	Recall:47.85%	Precision:43.58%	C0: 0.38  C1: 1.00  C2: 0.13  C3: 1.00  C4: 0.80 
   27    79   165	RPs/Img: 6.46	IOU: 45.54%	Recall:47.88%	Precision:43.65%	C0: 0.35  C1: 1.00  C2: 0.13  C3: 1.00  C4: 0.80 
   28    80   167	RPs/Img: 6.38	IOU: 45.61%	Recall:47.90%	Precision:43.24%	C0: 0.35  C1: 0.50  C2: 0.13  C3: 1.00  C4: 0.81 
   29    81   168	RPs/Img: 6.23	IOU: 45.84%	Recall:48.21%	Precision:43.32%	C0: 0.39  C1: 0.50  C2: 0.13  C3: 1.00  C4: 0.81 
   30    81   170	RPs/Img: 6.13	IOU: 45.56%	Recall:47.65%	Precision:42.63%	C0: 0.37  C1: 0.50  C2: 0.13  C3: 1.00  C4: 0.81 
   31    81   171	RPs/Img: 6.09	IOU: 45.40%	Recall:47.37%	Precision:41.54%	C0: 0.35  C1: 0.50  C2: 0.13  C3: 1.00  C4: 0.81 
   32    81   172	RPs/Img: 5.94	IOU: 45.31%	Recall:47.09%	Precision:41.33%	C0: 0.33  C1: 0.50  C2: 0.13  C3: 1.00  C4: 0.81 
