    0     0    35	RPs/Img: 0.00	IOU: 0.00%	Recall:0.00%	Precision:-nan%	RMSE:3.84 avgRMSE:3.84	C0: 0.00  C1: 0.00  C2: -nan  C3: 0.00  C4: 0.00 
    1     0    71	RPs/Img: 1.50	IOU: 1.69%	Recall:0.00%	Precision:0.00%	RMSE:3.90 avgRMSE:3.87	C0: 0.00  C1: 0.00  C2: -nan  C3: 0.00  C4: 0.00 
    2     1    72	RPs/Img: 1.67	IOU: 2.76%	Recall:1.39%	Precision:20.00%	RMSE:0.00 avgRMSE:2.58	C0: 0.00  C1: 0.10  C2: -nan  C3: 0.00  C4: 0.00 
    3     1    73	RPs/Img: 1.75	IOU: 2.73%	Recall:1.37%	Precision:14.29%	RMSE:1.00 avgRMSE:2.19	C0: 0.00  C1: 0.09  C2: -nan  C3: 0.00  C4: 0.00 
    4     2    74	RPs/Img: 1.80	IOU: 3.76%	Recall:2.70%	Precision:22.22%	RMSE:0.00 avgRMSE:1.75	C0: 0.00  C1: 0.17  C2: -nan  C3: 0.00  C4: 0.00 
    5     2    86	RPs/Img: 1.50	IOU: 3.23%	Recall:2.33%	Precision:22.22%	RMSE:3.19 avgRMSE:1.99	C0: 0.00  C1: 0.17  C2: -nan  C3: 0.00  C4: 0.00 
    6     2   100	RPs/Img: 1.29	IOU: 2.78%	Recall:2.00%	Precision:22.22%	RMSE:3.48 avgRMSE:2.20	C0: 0.00  C1: 0.17  C2: -nan  C3: 0.00  C4: 0.00 
    7     3   109	RPs/Img: 1.25	IOU: 3.33%	Recall:2.75%	Precision:30.00%	RMSE:2.11 avgRMSE:2.19	C0: 0.00  C1: 0.23  C2: -nan  C3: 0.00  C4: 0.00 
    8     3   110	RPs/Img: 1.11	IOU: 3.30%	Recall:2.73%	Precision:30.00%	RMSE:1.00 avgRMSE:2.06	C0: 0.00  C1: 0.21  C2: -nan  C3: 0.00  C4: 0.00 
    9     3   111	RPs/Img: 1.00	IOU: 3.27%	Recall:2.70%	Precision:30.00%	RMSE:1.00 avgRMSE:1.95	C0: 0.00  C1: 0.20  C2: -nan  C3: 0.00  C4: 0.00 
   10     5   119	RPs/Img: 1.09	IOU: 4.06%	Recall:4.20%	Precision:41.67%	RMSE:1.58 avgRMSE:1.92	C0: 0.14  C1: 0.22  C2: -nan  C3: 0.00  C4: 0.00 
   11     5   121	RPs/Img: 1.00	IOU: 4.00%	Recall:4.13%	Precision:41.67%	RMSE:1.41 avgRMSE:1.88	C0: 0.14  C1: 0.22  C2: -nan  C3: 0.00  C4: 0.00 
   12     8   130	RPs/Img: 1.15	IOU: 5.87%	Recall:6.15%	Precision:53.33%	RMSE:1.49 avgRMSE:1.85	C0: 0.25  C1: 0.20  C2: -nan  C3: 0.02  C4: 0.00 
   13     9   147	RPs/Img: 1.21	IOU: 6.42%	Recall:6.12%	Precision:52.94%	RMSE:2.77 avgRMSE:1.91	C0: 0.25  C1: 0.20  C2: 0.00  C3: 0.02  C4: 0.03 
