    0    18    35	RPs/Img: 16.00	IOU: 50.45%	Recall:51.43%	Precision:112.50%	RMSE:1.86 avgRMSE:1.86	C0: 0.00  C1: 0.50  C2: -nan  C3: 0.50  C4: 0.60 
    1    18    71	RPs/Img: 8.50	IOU: 27.01%	Recall:25.35%	Precision:105.88%	RMSE:3.90 avgRMSE:2.88	C0: 0.00  C1: 0.22  C2: -nan  C3: 0.24  C4: 0.32 
    2    18    72	RPs/Img: 6.00	IOU: 27.11%	Recall:25.00%	Precision:100.00%	RMSE:1.00 avgRMSE:2.25	C0: 0.00  C1: 0.20  C2: -nan  C3: 0.24  C4: 0.32 
    3    18    73	RPs/Img: 4.50	IOU: 26.73%	Recall:24.66%	Precision:100.00%	RMSE:1.00 avgRMSE:1.94	C0: 0.00  C1: 0.18  C2: -nan  C3: 0.24  C4: 0.32 
    4    19    74	RPs/Img: 4.20	IOU: 27.48%	Recall:25.68%	Precision:90.48%	RMSE:0.00 avgRMSE:1.55	C0: 0.00  C1: 0.25  C2: -nan  C3: 0.24  C4: 0.32 
    5    20    86	RPs/Img: 4.17	IOU: 26.16%	Recall:23.26%	Precision:80.00%	RMSE:2.90 avgRMSE:1.78	C0: 0.00  C1: 0.25  C2: -nan  C3: 0.21  C4: 0.32 
    6    22   100	RPs/Img: 4.00	IOU: 25.07%	Recall:22.00%	Precision:78.57%	RMSE:3.21 avgRMSE:1.98	C0: 0.25  C1: 0.25  C2: -nan  C3: 0.18  C4: 0.32 
    7    25   109	RPs/Img: 3.88	IOU: 25.21%	Recall:22.94%	Precision:80.65%	RMSE:1.70 avgRMSE:1.95	C0: 0.33  C1: 0.31  C2: -nan  C3: 0.18  C4: 0.32 
    8    25   110	RPs/Img: 3.44	IOU: 24.98%	Recall:22.73%	Precision:80.65%	RMSE:1.00 avgRMSE:1.84	C0: 0.33  C1: 0.29  C2: -nan  C3: 0.18  C4: 0.32 
    9    25   111	RPs/Img: 3.10	IOU: 24.75%	Recall:22.52%	Precision:80.65%	RMSE:1.00 avgRMSE:1.76	C0: 0.33  C1: 0.27  C2: -nan  C3: 0.18  C4: 0.32 
   10    30   119	RPs/Img: 3.36	IOU: 26.41%	Recall:25.21%	Precision:81.08%	RMSE:0.79 avgRMSE:1.67	C0: 0.43  C1: 0.33  C2: -nan  C3: 0.20  C4: 0.32 
   11    30   121	RPs/Img: 3.08	IOU: 25.97%	Recall:24.79%	Precision:81.08%	RMSE:1.41 avgRMSE:1.65	C0: 0.43  C1: 0.33  C2: -nan  C3: 0.19  C4: 0.32 
   12    35   130	RPs/Img: 3.23	IOU: 27.69%	Recall:26.92%	Precision:83.33%	RMSE:0.82 avgRMSE:1.58	C0: 0.38  C1: 0.30  C2: -nan  C3: 0.24  C4: 0.32 
   13    46   147	RPs/Img: 3.64	IOU: 30.40%	Recall:31.29%	Precision:90.20%	RMSE:1.46 avgRMSE:1.57	C0: 0.38  C1: 0.30  C2: 0.14  C3: 0.24  C4: 0.55 
   14    53   160	RPs/Img: 4.00	IOU: 32.73%	Recall:33.12%	Precision:88.33%	RMSE:1.18 avgRMSE:1.55	C0: 0.33  C1: 0.30  C2: 0.17  C3: 0.24  C4: 0.61 
   15    54   161	RPs/Img: 3.81	IOU: 33.04%	Recall:33.54%	Precision:88.52%	RMSE:0.00 avgRMSE:1.45	C0: 0.33  C1: 0.30  C2: 0.17  C3: 0.25  C4: 0.61 
