    0    26    35	RPs/Img: 26.00	IOU: 60.16%	Recall:74.29%	Precision:100.00%	RMSE:0.97 avgRMSE:0.97	C0: 1.00  C1: 0.50  C2: -nan  C3: 0.75  C4: 0.80 
    1    48    71	RPs/Img: 28.00	IOU: 57.74%	Recall:67.61%	Precision:85.71%	RMSE:1.72 avgRMSE:1.34	C0: 0.50  C1: 0.56  C2: -nan  C3: 0.63  C4: 0.84 
    2    48    72	RPs/Img: 19.00	IOU: 57.56%	Recall:66.67%	Precision:84.21%	RMSE:1.00 avgRMSE:1.23	C0: 0.50  C1: 0.50  C2: -nan  C3: 0.63  C4: 0.84 
    3    48    73	RPs/Img: 14.25	IOU: 56.77%	Recall:65.75%	Precision:84.21%	RMSE:1.00 avgRMSE:1.17	C0: 0.50  C1: 0.45  C2: -nan  C3: 0.63  C4: 0.84 
    4    48    74	RPs/Img: 11.80	IOU: 56.55%	Recall:64.86%	Precision:81.36%	RMSE:1.00 avgRMSE:1.14	C0: 0.50  C1: 0.42  C2: -nan  C3: 0.63  C4: 0.84 
    5    52    86	RPs/Img: 10.50	IOU: 52.91%	Recall:60.47%	Precision:82.54%	RMSE:2.04 avgRMSE:1.29	C0: 0.33  C1: 0.42  C2: -nan  C3: 0.58  C4: 0.84 
    6    58   100	RPs/Img: 9.86	IOU: 51.50%	Recall:58.00%	Precision:84.06%	RMSE:1.89 avgRMSE:1.37	C0: 0.25  C1: 0.42  C2: -nan  C3: 0.55  C4: 0.84 
    7    63   109	RPs/Img: 9.38	IOU: 51.11%	Recall:57.80%	Precision:84.00%	RMSE:1.33 avgRMSE:1.37	C0: 0.50  C1: 0.46  C2: -nan  C3: 0.54  C4: 0.84 
    8    63   110	RPs/Img: 8.33	IOU: 50.65%	Recall:57.27%	Precision:84.00%	RMSE:1.00 avgRMSE:1.33	C0: 0.50  C1: 0.43  C2: -nan  C3: 0.54  C4: 0.84 
    9    64   111	RPs/Img: 7.70	IOU: 50.80%	Recall:57.66%	Precision:83.12%	RMSE:0.00 avgRMSE:1.20	C0: 0.50  C1: 0.47  C2: -nan  C3: 0.54  C4: 0.84 
   10    71   119	RPs/Img: 7.82	IOU: 51.89%	Recall:59.66%	Precision:82.56%	RMSE:0.35 avgRMSE:1.12	C0: 0.57  C1: 0.50  C2: -nan  C3: 0.56  C4: 0.84 
   11    71   121	RPs/Img: 7.17	IOU: 51.03%	Recall:58.68%	Precision:82.56%	RMSE:1.41 avgRMSE:1.14	C0: 0.57  C1: 0.50  C2: -nan  C3: 0.55  C4: 0.84 
   12    79   130	RPs/Img: 7.54	IOU: 52.50%	Recall:60.77%	Precision:80.61%	RMSE:0.33 avgRMSE:1.08	C0: 0.62  C1: 0.50  C2: -nan  C3: 0.58  C4: 0.84 
   13    89   147	RPs/Img: 7.64	IOU: 52.42%	Recall:60.54%	Precision:83.18%	RMSE:1.48 avgRMSE:1.11	C0: 0.62  C1: 0.50  C2: 0.14  C3: 0.58  C4: 0.86 
   14    94   160	RPs/Img: 7.60	IOU: 52.75%	Recall:58.75%	Precision:82.46%	RMSE:1.52 avgRMSE:1.14	C0: 0.56  C1: 0.50  C2: 0.08  C3: 0.58  C4: 0.83 
   15    95   161	RPs/Img: 7.19	IOU: 52.97%	Recall:59.01%	Precision:82.61%	RMSE:0.00 avgRMSE:1.07	C0: 0.56  C1: 0.50  C2: 0.08  C3: 0.58  C4: 0.83 
   16    97   163	RPs/Img: 6.94	IOU: 53.21%	Recall:59.51%	Precision:82.20%	RMSE:0.00 avgRMSE:1.00	C0: 0.60  C1: 0.52  C2: 0.08  C3: 0.58  C4: 0.83 
   17   106   177	RPs/Img: 7.00	IOU: 53.19%	Recall:59.89%	Precision:84.13%	RMSE:1.10 avgRMSE:1.01	C0: 0.64  C1: 0.52  C2: 0.17  C3: 0.58  C4: 0.83 
   18   107   178	RPs/Img: 6.68	IOU: 53.31%	Recall:60.11%	Precision:84.25%	RMSE:0.00 avgRMSE:0.96	C0: 0.64  C1: 0.55  C2: 0.17  C3: 0.58  C4: 0.83 
   19   107   181	RPs/Img: 6.35	IOU: 52.43%	Recall:59.12%	Precision:84.25%	RMSE:1.73 avgRMSE:0.99	C0: 0.64  C1: 0.55  C2: 0.14  C3: 0.58  C4: 0.83 
   20   108   182	RPs/Img: 6.10	IOU: 52.60%	Recall:59.34%	Precision:84.38%	RMSE:0.00 avgRMSE:0.95	C0: 0.64  C1: 0.55  C2: 0.14  C3: 0.58  C4: 0.84 
   21   108   184	RPs/Img: 5.91	IOU: 52.51%	Recall:58.70%	Precision:83.08%	RMSE:1.00 avgRMSE:0.95	C0: 0.58  C1: 0.55  C2: 0.14  C3: 0.58  C4: 0.82 
   22   109   185	RPs/Img: 5.74	IOU: 52.68%	Recall:58.92%	Precision:82.58%	RMSE:0.00 avgRMSE:0.91	C0: 0.58  C1: 0.55  C2: 0.14  C3: 0.58  C4: 0.82 
   23   110   186	RPs/Img: 5.54	IOU: 52.85%	Recall:59.14%	Precision:82.71%	RMSE:0.00 avgRMSE:0.87	C0: 0.58  C1: 0.57  C2: 0.14  C3: 0.58  C4: 0.82 
   24   111   187	RPs/Img: 5.40	IOU: 52.99%	Recall:59.36%	Precision:82.22%	RMSE:0.00 avgRMSE:0.84	C0: 0.62  C1: 0.57  C2: 0.14  C3: 0.58  C4: 0.82 
   25   112   188	RPs/Img: 5.27	IOU: 53.19%	Recall:59.57%	Precision:81.75%	RMSE:0.00 avgRMSE:0.80	C0: 0.64  C1: 0.57  C2: 0.14  C3: 0.58  C4: 0.82 
   26   120   204	RPs/Img: 5.41	IOU: 53.19%	Recall:58.82%	Precision:82.19%	RMSE:1.37 avgRMSE:0.82	C0: 0.60  C1: 0.57  C2: 0.15  C3: 0.57  C4: 0.85 
   27   122   206	RPs/Img: 5.32	IOU: 53.44%	Recall:59.22%	Precision:81.88%	RMSE:0.00 avgRMSE:0.79	C0: 0.65  C1: 0.57  C2: 0.15  C3: 0.57  C4: 0.85 
   28   123   207	RPs/Img: 5.17	IOU: 53.53%	Recall:59.42%	Precision:82.00%	RMSE:0.00 avgRMSE:0.77	C0: 0.65  C1: 0.58  C2: 0.15  C3: 0.57  C4: 0.85 
   29   127   218	RPs/Img: 5.20	IOU: 52.65%	Recall:58.26%	Precision:81.41%	RMSE:1.31 avgRMSE:0.79	C0: 0.65  C1: 0.60  C2: 0.13  C3: 0.57  C4: 0.81 
   30   134   228	RPs/Img: 5.26	IOU: 53.09%	Recall:58.77%	Precision:82.21%	RMSE:0.71 avgRMSE:0.78	C0: 0.67  C1: 0.60  C2: 0.15  C3: 0.58  C4: 0.80 
