    0     8    35	RPs/Img: 21.00	IOU: 40.84%	Recall:22.86%	Precision:38.10%	C0: 0.00  C1: 0.25  C2: -nan  C3: 0.20  C4: 0.30 
    1    15    71	RPs/Img: 24.00	IOU: 38.97%	Recall:21.13%	Precision:31.25%	C0: 0.00  C1: 0.22  C2: -nan  C3: 0.17  C4: 0.32 
    2    15    72	RPs/Img: 16.67	IOU: 38.79%	Recall:20.83%	Precision:30.00%	C0: 0.00  C1: 0.20  C2: -nan  C3: 0.17  C4: 0.32 
    3    15    73	RPs/Img: 12.50	IOU: 38.26%	Recall:20.55%	Precision:30.00%	C0: 0.00  C1: 0.18  C2: -nan  C3: 0.17  C4: 0.32 
    4    15    74	RPs/Img: 11.00	IOU: 38.18%	Recall:20.27%	Precision:27.27%	C0: 0.00  C1: 0.17  C2: -nan  C3: 0.17  C4: 0.32 
    5    16    86	RPs/Img: 10.00	IOU: 34.56%	Recall:18.60%	Precision:26.67%	C0: 0.00  C1: 0.17  C2: -nan  C3: 0.15  C4: 0.32 
    6    18   100	RPs/Img: 9.43	IOU: 33.42%	Recall:18.00%	Precision:27.27%	C0: 0.00  C1: 0.17  C2: -nan  C3: 0.15  C4: 0.32 
    7    18   109	RPs/Img: 10.75	IOU: 33.31%	Recall:16.51%	Precision:20.93%	C0: 0.00  C1: 0.15  C2: -nan  C3: 0.14  C4: 0.32 
    8    18   110	RPs/Img: 9.56	IOU: 33.00%	Recall:16.36%	Precision:20.93%	C0: 0.00  C1: 0.14  C2: -nan  C3: 0.14  C4: 0.32 
    9    18   111	RPs/Img: 8.80	IOU: 32.85%	Recall:16.22%	Precision:20.45%	C0: 0.00  C1: 0.13  C2: -nan  C3: 0.14  C4: 0.32 
   10    18   119	RPs/Img: 9.64	IOU: 32.89%	Recall:15.13%	Precision:16.98%	C0: 0.00  C1: 0.11  C2: -nan  C3: 0.13  C4: 0.32 
   11    18   121	RPs/Img: 8.92	IOU: 32.35%	Recall:14.88%	Precision:16.82%	C0: 0.00  C1: 0.11  C2: -nan  C3: 0.13  C4: 0.32 
   12    18   130	RPs/Img: 9.92	IOU: 32.32%	Recall:13.85%	Precision:13.95%	C0: 0.00  C1: 0.10  C2: -nan  C3: 0.12  C4: 0.32 
   13    18   147	RPs/Img: 9.64	IOU: 30.47%	Recall:12.24%	Precision:13.33%	C0: 0.00  C1: 0.10  C2: 0.00  C3: 0.12  C4: 0.21 
   14    18   160	RPs/Img: 9.13	IOU: 28.32%	Recall:11.25%	Precision:13.14%	C0: 0.00  C1: 0.10  C2: 0.00  C3: 0.12  C4: 0.17 
   15    19   161	RPs/Img: 8.62	IOU: 28.59%	Recall:11.80%	Precision:13.77%	C0: 0.00  C1: 0.10  C2: 0.00  C3: 0.13  C4: 0.17 
   16    19   163	RPs/Img: 8.29	IOU: 28.67%	Recall:11.66%	Precision:13.48%	C0: 0.00  C1: 0.10  C2: 0.00  C3: 0.13  C4: 0.17 
   17    19   177	RPs/Img: 8.17	IOU: 27.63%	Recall:10.73%	Precision:12.93%	C0: 0.00  C1: 0.10  C2: 0.00  C3: 0.13  C4: 0.14 
   18    19   178	RPs/Img: 7.79	IOU: 27.57%	Recall:10.67%	Precision:12.84%	C0: 0.00  C1: 0.09  C2: 0.00  C3: 0.13  C4: 0.14 
   19    19   181	RPs/Img: 7.45	IOU: 27.11%	Recall:10.50%	Precision:12.75%	C0: 0.00  C1: 0.09  C2: 0.00  C3: 0.13  C4: 0.14 
   20    19   182	RPs/Img: 7.14	IOU: 27.09%	Recall:10.44%	Precision:12.67%	C0: 0.00  C1: 0.09  C2: 0.00  C3: 0.13  C4: 0.14 
   21    19   184	RPs/Img: 6.91	IOU: 27.22%	Recall:10.33%	Precision:12.50%	C0: 0.00  C1: 0.09  C2: 0.00  C3: 0.13  C4: 0.14 
   22    19   185	RPs/Img: 6.74	IOU: 27.18%	Recall:10.27%	Precision:12.26%	C0: 0.00  C1: 0.09  C2: 0.00  C3: 0.13  C4: 0.13 
   23    19   186	RPs/Img: 6.50	IOU: 27.12%	Recall:10.22%	Precision:12.18%	C0: 0.00  C1: 0.09  C2: 0.00  C3: 0.13  C4: 0.13 
   24    19   187	RPs/Img: 6.32	IOU: 27.07%	Recall:10.16%	Precision:12.03%	C0: 0.00  C1: 0.09  C2: 0.00  C3: 0.13  C4: 0.13 
   25    19   188	RPs/Img: 6.12	IOU: 27.15%	Recall:10.11%	Precision:11.95%	C0: 0.00  C1: 0.09  C2: 0.00  C3: 0.13  C4: 0.13 
   26    20   204	RPs/Img: 6.15	IOU: 26.26%	Recall:9.80%	Precision:12.05%	C0: 0.00  C1: 0.09  C2: 0.00  C3: 0.13  C4: 0.13 
   27    20   206	RPs/Img: 6.00	IOU: 26.27%	Recall:9.71%	Precision:11.90%	C0: 0.00  C1: 0.09  C2: 0.00  C3: 0.13  C4: 0.13 
   28    20   207	RPs/Img: 6.59	IOU: 26.24%	Recall:9.66%	Precision:10.47%	C0: 0.00  C1: 0.08  C2: 0.00  C3: 0.13  C4: 0.13 
   29    20   218	RPs/Img: 6.47	IOU: 25.06%	Recall:9.17%	Precision:10.31%	C0: 0.00  C1: 0.08  C2: 0.00  C3: 0.12  C4: 0.12 
   30    20   228	RPs/Img: 6.48	IOU: 24.82%	Recall:8.77%	Precision:9.95%	C0: 0.00  C1: 0.08  C2: 0.00  C3: 0.12  C4: 0.11 
   31    20   244	RPs/Img: 6.44	IOU: 23.69%	Recall:8.20%	Precision:9.71%	C0: 0.00  C1: 0.07  C2: 0.00  C3: 0.12  C4: 0.10 
   32    20   245	RPs/Img: 6.24	IOU: 23.59%	Recall:8.16%	Precision:9.71%	C0: 0.00  C1: 0.07  C2: 0.00  C3: 0.12  C4: 0.10 
   33    20   247	RPs/Img: 6.15	IOU: 23.48%	Recall:8.10%	Precision:9.57%	C0: 0.00  C1: 0.07  C2: 0.00  C3: 0.12  C4: 0.10 
   34    20   248	RPs/Img: 6.23	IOU: 23.45%	Recall:8.06%	Precision:9.17%	C0: 0.00  C1: 0.07  C2: 0.00  C3: 0.12  C4: 0.10 
   35    20   250	RPs/Img: 6.06	IOU: 23.26%	Recall:8.00%	Precision:9.17%	C0: 0.00  C1: 0.07  C2: 0.00  C3: 0.12  C4: 0.10 
   36    20   251	RPs/Img: 5.92	IOU: 23.17%	Recall:7.97%	Precision:9.13%	C0: 0.00  C1: 0.07  C2: 0.00  C3: 0.11  C4: 0.10 
   37    20   253	RPs/Img: 5.95	IOU: 23.17%	Recall:7.91%	Precision:8.85%	C0: 0.00  C1: 0.06  C2: 0.00  C3: 0.11  C4: 0.10 
   38    20   254	RPs/Img: 6.28	IOU: 23.20%	Recall:7.87%	Precision:8.16%	C0: 0.00  C1: 0.06  C2: 0.00  C3: 0.11  C4: 0.10 
   39    20   257	RPs/Img: 6.45	IOU: 23.26%	Recall:7.78%	Precision:7.75%	C0: 0.00  C1: 0.06  C2: 0.00  C3: 0.11  C4: 0.10 
   40    20   258	RPs/Img: 6.66	IOU: 23.26%	Recall:7.75%	Precision:7.33%	C0: 0.00  C1: 0.06  C2: 0.00  C3: 0.11  C4: 0.10 
   41    20   260	RPs/Img: 6.93	IOU: 23.31%	Recall:7.69%	Precision:6.87%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.11  C4: 0.10 
   42    20   261	RPs/Img: 7.14	IOU: 23.26%	Recall:7.66%	Precision:6.51%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.11  C4: 0.10 
   43    20   262	RPs/Img: 6.98	IOU: 23.17%	Recall:7.63%	Precision:6.51%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.11  C4: 0.10 
   44    20   263	RPs/Img: 6.84	IOU: 23.08%	Recall:7.60%	Precision:6.49%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.11  C4: 0.10 
   45    20   264	RPs/Img: 7.09	IOU: 23.00%	Recall:7.58%	Precision:6.13%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.11  C4: 0.10 
   46    29   301	RPs/Img: 7.23	IOU: 24.47%	Recall:9.63%	Precision:8.53%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.15  C4: 0.12 
   47    29   308	RPs/Img: 7.19	IOU: 24.36%	Recall:9.42%	Precision:8.41%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.14  C4: 0.11 
   48    33   335	RPs/Img: 7.39	IOU: 24.77%	Recall:9.85%	Precision:9.12%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.15  C4: 0.12 
   49    33   336	RPs/Img: 7.24	IOU: 24.70%	Recall:9.82%	Precision:9.12%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.15  C4: 0.12 
   50    33   342	RPs/Img: 7.37	IOU: 24.59%	Recall:9.65%	Precision:8.78%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.14  C4: 0.12 
   51    35   363	RPs/Img: 7.42	IOU: 24.94%	Recall:9.64%	Precision:9.07%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.13  C4: 0.12 
   52    35   379	RPs/Img: 7.36	IOU: 24.17%	Recall:9.23%	Precision:8.97%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.12  C4: 0.12 
   53    35   390	RPs/Img: 7.33	IOU: 23.97%	Recall:8.97%	Precision:8.84%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.12  C4: 0.12 
   54    35   392	RPs/Img: 7.22	IOU: 23.85%	Recall:8.93%	Precision:8.82%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.12  C4: 0.12 
   55    40   406	RPs/Img: 7.30	IOU: 24.29%	Recall:9.85%	Precision:9.78%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.13  C4: 0.12 
   56    40   414	RPs/Img: 7.23	IOU: 23.89%	Recall:9.66%	Precision:9.71%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.13  C4: 0.12 
   57    40   430	RPs/Img: 7.16	IOU: 23.15%	Recall:9.30%	Precision:9.64%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.12  C4: 0.11 
   58    40   434	RPs/Img: 7.12	IOU: 22.93%	Recall:9.22%	Precision:9.52%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.12  C4: 0.11 
   59    40   436	RPs/Img: 7.00	IOU: 22.83%	Recall:9.17%	Precision:9.52%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.12  C4: 0.11 
   60    44   456	RPs/Img: 7.05	IOU: 23.15%	Recall:9.65%	Precision:10.23%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.13  C4: 0.11 
   61    44   463	RPs/Img: 7.02	IOU: 23.16%	Recall:9.50%	Precision:10.11%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.12  C4: 0.11 
   62    44   465	RPs/Img: 6.94	IOU: 23.08%	Recall:9.46%	Precision:10.07%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.12  C4: 0.11 
   63    44   530	RPs/Img: 7.45	IOU: 23.37%	Recall:8.30%	Precision:9.22%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.12  C4: 0.08 
   64    48   546	RPs/Img: 7.68	IOU: 23.58%	Recall:8.79%	Precision:9.62%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.12  C4: 0.09 
   65    48   550	RPs/Img: 7.70	IOU: 23.53%	Recall:8.73%	Precision:9.45%	C0: 0.00  C1: 0.04  C2: 0.00  C3: 0.12  C4: 0.09 
   66    53   599	RPs/Img: 8.00	IOU: 24.19%	Recall:8.85%	Precision:9.89%	C0: 0.00  C1: 0.04  C2: 0.00  C3: 0.12  C4: 0.09 
   67    57   646	RPs/Img: 8.31	IOU: 24.31%	Recall:8.82%	Precision:10.09%	C0: 0.00  C1: 0.04  C2: 0.00  C3: 0.12  C4: 0.09 
   68    66   710	RPs/Img: 8.71	IOU: 24.88%	Recall:9.30%	Precision:10.98%	C0: 0.00  C1: 0.04  C2: 0.00  C3: 0.12  C4: 0.10 
   69    66   719	RPs/Img: 8.81	IOU: 24.81%	Recall:9.18%	Precision:10.70%	C0: 0.00  C1: 0.04  C2: 0.00  C3: 0.12  C4: 0.10 
   70    66   747	RPs/Img: 9.04	IOU: 24.85%	Recall:8.84%	Precision:10.28%	C0: 0.00  C1: 0.04  C2: 0.00  C3: 0.12  C4: 0.09 
   71    68   778	RPs/Img: 9.21	IOU: 24.82%	Recall:8.74%	Precision:10.26%	C0: 0.00  C1: 0.04  C2: 0.00  C3: 0.12  C4: 0.09 
   72    71   835	RPs/Img: 9.52	IOU: 24.80%	Recall:8.50%	Precision:10.22%	C0: 0.00  C1: 0.04  C2: 0.00  C3: 0.11  C4: 0.09 
   73    71   855	RPs/Img: 9.69	IOU: 24.67%	Recall:8.30%	Precision:9.90%	C0: 0.00  C1: 0.04  C2: 0.00  C3: 0.11  C4: 0.08 
   74    71   876	RPs/Img: 9.85	IOU: 24.64%	Recall:8.11%	Precision:9.61%	C0: 0.00  C1: 0.04  C2: 0.00  C3: 0.11  C4: 0.08 
   75    74   917	RPs/Img: 10.14	IOU: 24.66%	Recall:8.07%	Precision:9.60%	C0: 0.00  C1: 0.04  C2: 0.00  C3: 0.11  C4: 0.08 
   76    74   923	RPs/Img: 10.27	IOU: 24.58%	Recall:8.02%	Precision:9.36%	C0: 0.00  C1: 0.04  C2: 0.00  C3: 0.11  C4: 0.08 
   77    74   924	RPs/Img: 10.40	IOU: 24.57%	Recall:8.01%	Precision:9.12%	C0: 0.00  C1: 0.04  C2: 0.00  C3: 0.11  C4: 0.08 
   78    74   925	RPs/Img: 10.32	IOU: 24.56%	Recall:8.00%	Precision:9.08%	C0: 0.00  C1: 0.04  C2: 0.00  C3: 0.11  C4: 0.08 
   79    74   926	RPs/Img: 10.41	IOU: 24.55%	Recall:7.99%	Precision:8.88%	C0: 0.00  C1: 0.04  C2: 0.00  C3: 0.11  C4: 0.08 
   80    74   927	RPs/Img: 10.38	IOU: 24.55%	Recall:7.98%	Precision:8.80%	C0: 0.00  C1: 0.04  C2: 0.00  C3: 0.11  C4: 0.08 
   81    74   928	RPs/Img: 10.32	IOU: 24.54%	Recall:7.97%	Precision:8.75%	C0: 0.00  C1: 0.04  C2: 0.00  C3: 0.11  C4: 0.08 
   82    75   932	RPs/Img: 10.46	IOU: 24.60%	Recall:8.05%	Precision:8.64%	C0: 0.00  C1: 0.04  C2: 0.00  C3: 0.11  C4: 0.08 
   83    75   939	RPs/Img: 10.58	IOU: 24.61%	Recall:7.99%	Precision:8.44%	C0: 0.00  C1: 0.04  C2: 0.00  C3: 0.11  C4: 0.08 
   84    76   942	RPs/Img: 10.71	IOU: 24.64%	Recall:8.07%	Precision:8.35%	C0: 0.00  C1: 0.06  C2: 0.00  C3: 0.11  C4: 0.08 
   85    79   952	RPs/Img: 10.81	IOU: 24.75%	Recall:8.30%	Precision:8.49%	C0: 0.00  C1: 0.06  C2: 0.00  C3: 0.12  C4: 0.08 
   86    79   953	RPs/Img: 10.97	IOU: 24.75%	Recall:8.29%	Precision:8.28%	C0: 0.00  C1: 0.06  C2: 0.00  C3: 0.12  C4: 0.08 
   87    79   956	RPs/Img: 11.06	IOU: 24.78%	Recall:8.26%	Precision:8.12%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.12  C4: 0.08 
   88    79   966	RPs/Img: 11.08	IOU: 24.80%	Recall:8.18%	Precision:8.01%	C0: 0.00  C1: 0.05  C2: 0.00  C3: 0.12  C4: 0.08 
