    0    27    35	RPs/Img: 29.00	IOU: 59.50%	Recall:77.14%	Precision:93.10%	C0: 1.00  C1: 0.75  C2: -nan  C3: 0.85  C4: 0.60 
    1    48    71	RPs/Img: 26.50	IOU: 56.48%	Recall:67.61%	Precision:90.57%	C0: 0.50  C1: 0.67  C2: -nan  C3: 0.73  C4: 0.58 
    2    49    72	RPs/Img: 18.33	IOU: 56.80%	Recall:68.06%	Precision:89.09%	C0: 0.50  C1: 0.70  C2: -nan  C3: 0.73  C4: 0.58 
    3    49    73	RPs/Img: 13.75	IOU: 56.02%	Recall:67.12%	Precision:89.09%	C0: 0.50  C1: 0.64  C2: -nan  C3: 0.73  C4: 0.58 
    4    50    74	RPs/Img: 11.20	IOU: 56.13%	Recall:67.57%	Precision:89.29%	C0: 0.50  C1: 0.67  C2: -nan  C3: 0.73  C4: 0.58 
    5    55    86	RPs/Img: 10.33	IOU: 52.68%	Recall:63.95%	Precision:88.71%	C0: 0.33  C1: 0.67  C2: -nan  C3: 0.67  C4: 0.58 
    6    62   100	RPs/Img: 10.00	IOU: 52.11%	Recall:62.00%	Precision:88.57%	C0: 0.50  C1: 0.67  C2: -nan  C3: 0.63  C4: 0.58 
    7    68   109	RPs/Img: 10.12	IOU: 53.14%	Recall:62.39%	Precision:83.95%	C0: 0.67  C1: 0.69  C2: -nan  C3: 0.62  C4: 0.58 
    8    68   110	RPs/Img: 9.00	IOU: 52.65%	Recall:61.82%	Precision:83.95%	C0: 0.67  C1: 0.64  C2: -nan  C3: 0.62  C4: 0.58 
    9    69   111	RPs/Img: 8.20	IOU: 52.98%	Recall:62.16%	Precision:84.15%	C0: 0.67  C1: 0.67  C2: -nan  C3: 0.62  C4: 0.58 
   10    75   119	RPs/Img: 8.55	IOU: 53.25%	Recall:63.03%	Precision:79.79%	C0: 0.71  C1: 0.67  C2: -nan  C3: 0.63  C4: 0.58 
   11    75   121	RPs/Img: 7.83	IOU: 52.37%	Recall:61.98%	Precision:79.79%	C0: 0.71  C1: 0.67  C2: -nan  C3: 0.61  C4: 0.58 
   12    83   130	RPs/Img: 8.38	IOU: 53.19%	Recall:63.85%	Precision:76.15%	C0: 0.75  C1: 0.65  C2: -nan  C3: 0.64  C4: 0.58 
   13    94   147	RPs/Img: 8.64	IOU: 52.75%	Recall:63.95%	Precision:77.69%	C0: 0.75  C1: 0.65  C2: 0.29  C3: 0.64  C4: 0.69 
   14   101   160	RPs/Img: 8.53	IOU: 52.68%	Recall:63.12%	Precision:78.91%	C0: 0.78  C1: 0.65  C2: 0.25  C3: 0.64  C4: 0.69 
   15   102   161	RPs/Img: 8.06	IOU: 52.84%	Recall:63.35%	Precision:79.07%	C0: 0.78  C1: 0.65  C2: 0.25  C3: 0.64  C4: 0.69 
   16   104   163	RPs/Img: 7.71	IOU: 53.10%	Recall:63.80%	Precision:79.39%	C0: 0.80  C1: 0.67  C2: 0.25  C3: 0.64  C4: 0.69 
   17   113   177	RPs/Img: 7.72	IOU: 52.96%	Recall:63.84%	Precision:81.29%	C0: 0.82  C1: 0.67  C2: 0.22  C3: 0.64  C4: 0.74 
   18   114   178	RPs/Img: 7.37	IOU: 53.02%	Recall:64.04%	Precision:81.43%	C0: 0.82  C1: 0.68  C2: 0.22  C3: 0.64  C4: 0.74 
   19   114   181	RPs/Img: 7.00	IOU: 52.14%	Recall:62.98%	Precision:81.43%	C0: 0.82  C1: 0.68  C2: 0.19  C3: 0.64  C4: 0.74 
   20   115   182	RPs/Img: 6.71	IOU: 52.30%	Recall:63.19%	Precision:81.56%	C0: 0.82  C1: 0.68  C2: 0.19  C3: 0.64  C4: 0.74 
   21   116   184	RPs/Img: 6.55	IOU: 52.35%	Recall:63.04%	Precision:80.56%	C0: 0.83  C1: 0.68  C2: 0.19  C3: 0.64  C4: 0.73 
   22   117   185	RPs/Img: 6.35	IOU: 52.51%	Recall:63.24%	Precision:80.14%	C0: 0.83  C1: 0.68  C2: 0.19  C3: 0.64  C4: 0.73 
   23   118   186	RPs/Img: 6.17	IOU: 52.68%	Recall:63.44%	Precision:79.73%	C0: 0.83  C1: 0.70  C2: 0.19  C3: 0.64  C4: 0.73 
   24   119   187	RPs/Img: 5.96	IOU: 52.78%	Recall:63.64%	Precision:79.87%	C0: 0.85  C1: 0.70  C2: 0.19  C3: 0.64  C4: 0.73 
   25   120   188	RPs/Img: 5.77	IOU: 52.82%	Recall:63.83%	Precision:80.00%	C0: 0.86  C1: 0.70  C2: 0.19  C3: 0.64  C4: 0.73 
   26   130   204	RPs/Img: 6.11	IOU: 52.70%	Recall:63.73%	Precision:78.79%	C0: 0.87  C1: 0.70  C2: 0.22  C3: 0.63  C4: 0.77 
   27   132   206	RPs/Img: 6.04	IOU: 52.90%	Recall:64.08%	Precision:78.11%	C0: 0.88  C1: 0.70  C2: 0.22  C3: 0.63  C4: 0.77 
   28   133   207	RPs/Img: 5.86	IOU: 52.93%	Recall:64.25%	Precision:78.24%	C0: 0.88  C1: 0.71  C2: 0.22  C3: 0.63  C4: 0.77 
   29   136   218	RPs/Img: 5.90	IOU: 51.84%	Recall:62.39%	Precision:76.84%	C0: 0.88  C1: 0.72  C2: 0.20  C3: 0.62  C4: 0.72 
   30   143   228	RPs/Img: 6.00	IOU: 52.25%	Recall:62.72%	Precision:76.88%	C0: 0.89  C1: 0.72  C2: 0.21  C3: 0.62  C4: 0.74 
   31   152   244	RPs/Img: 6.31	IOU: 52.14%	Recall:62.30%	Precision:75.25%	C0: 0.89  C1: 0.74  C2: 0.20  C3: 0.62  C4: 0.72 
   32   153   245	RPs/Img: 6.21	IOU: 52.27%	Recall:62.45%	Precision:74.63%	C0: 0.89  C1: 0.75  C2: 0.20  C3: 0.62  C4: 0.72 
   33   154   247	RPs/Img: 6.15	IOU: 52.25%	Recall:62.35%	Precision:73.68%	C0: 0.85  C1: 0.76  C2: 0.20  C3: 0.62  C4: 0.72 
   34   155   248	RPs/Img: 6.03	IOU: 52.29%	Recall:62.50%	Precision:73.46%	C0: 0.85  C1: 0.77  C2: 0.20  C3: 0.62  C4: 0.72 
   35   155   250	RPs/Img: 5.86	IOU: 51.87%	Recall:62.00%	Precision:73.46%	C0: 0.85  C1: 0.77  C2: 0.20  C3: 0.61  C4: 0.72 
   36   155   251	RPs/Img: 5.70	IOU: 51.66%	Recall:61.75%	Precision:73.46%	C0: 0.85  C1: 0.77  C2: 0.20  C3: 0.60  C4: 0.72 
   37   156   253	RPs/Img: 5.58	IOU: 51.57%	Recall:61.66%	Precision:73.58%	C0: 0.85  C1: 0.77  C2: 0.20  C3: 0.60  C4: 0.72 
   38   157   254	RPs/Img: 5.54	IOU: 51.65%	Recall:61.81%	Precision:72.69%	C0: 0.85  C1: 0.78  C2: 0.20  C3: 0.60  C4: 0.72 
   39   159   257	RPs/Img: 5.45	IOU: 51.50%	Recall:61.87%	Precision:72.94%	C0: 0.85  C1: 0.77  C2: 0.20  C3: 0.60  C4: 0.72 
   40   160   258	RPs/Img: 5.37	IOU: 51.59%	Recall:62.02%	Precision:72.73%	C0: 0.85  C1: 0.78  C2: 0.20  C3: 0.60  C4: 0.72 
   41   161   260	RPs/Img: 5.45	IOU: 51.43%	Recall:61.92%	Precision:70.31%	C0: 0.85  C1: 0.76  C2: 0.20  C3: 0.60  C4: 0.72 
   42   161   261	RPs/Img: 5.44	IOU: 51.23%	Recall:61.69%	Precision:68.80%	C0: 0.81  C1: 0.76  C2: 0.20  C3: 0.60  C4: 0.72 
   43   161   262	RPs/Img: 5.32	IOU: 51.04%	Recall:61.45%	Precision:68.80%	C0: 0.81  C1: 0.74  C2: 0.20  C3: 0.60  C4: 0.72 
   44   161   263	RPs/Img: 5.22	IOU: 50.84%	Recall:61.22%	Precision:68.51%	C0: 0.77  C1: 0.74  C2: 0.20  C3: 0.60  C4: 0.72 
   45   161   264	RPs/Img: 5.13	IOU: 50.65%	Recall:60.98%	Precision:68.22%	C0: 0.74  C1: 0.74  C2: 0.20  C3: 0.60  C4: 0.72 
   46   171   301	RPs/Img: 5.19	IOU: 48.58%	Recall:56.81%	Precision:70.08%	C0: 0.75  C1: 0.75  C2: 0.20  C3: 0.54  C4: 0.63 
   47   171   308	RPs/Img: 5.08	IOU: 47.48%	Recall:55.52%	Precision:70.08%	C0: 0.75  C1: 0.75  C2: 0.20  C3: 0.51  C4: 0.62 
   48   173   335	RPs/Img: 5.02	IOU: 44.51%	Recall:51.64%	Precision:70.33%	C0: 0.76  C1: 0.73  C2: 0.20  C3: 0.47  C4: 0.54 
   49   174   336	RPs/Img: 4.94	IOU: 44.62%	Recall:51.79%	Precision:70.45%	C0: 0.76  C1: 0.73  C2: 0.20  C3: 0.48  C4: 0.54 
   50   175   342	RPs/Img: 4.90	IOU: 44.27%	Recall:51.17%	Precision:70.00%	C0: 0.77  C1: 0.73  C2: 0.20  C3: 0.46  C4: 0.53 
   51   185   363	RPs/Img: 5.02	IOU: 44.74%	Recall:50.96%	Precision:70.88%	C0: 0.77  C1: 0.73  C2: 0.20  C3: 0.45  C4: 0.56 
   52   188   379	RPs/Img: 4.96	IOU: 43.83%	Recall:49.60%	Precision:71.48%	C0: 0.77  C1: 0.73  C2: 0.20  C3: 0.43  C4: 0.54 
   53   190   390	RPs/Img: 4.91	IOU: 43.34%	Recall:48.72%	Precision:71.70%	C0: 0.78  C1: 0.73  C2: 0.20  C3: 0.41  C4: 0.54 
