    0     2    35	RPs/Img: 5.00	IOU: 14.80%	Recall:5.71%	Precision:40.00%	C0: 0.00  C1: 0.25  C2: -nan  C3: 0.00  C4: 0.10 
    1     8    71	RPs/Img: 7.00	IOU: 20.46%	Recall:11.27%	Precision:57.14%	C0: 0.00  C1: 0.22  C2: -nan  C3: 0.05  C4: 0.21 
    2     9    72	RPs/Img: 5.00	IOU: 21.11%	Recall:12.50%	Precision:60.00%	C0: 0.00  C1: 0.30  C2: -nan  C3: 0.05  C4: 0.21 
    3     9    73	RPs/Img: 3.75	IOU: 20.82%	Recall:12.33%	Precision:60.00%	C0: 0.00  C1: 0.27  C2: -nan  C3: 0.05  C4: 0.21 
    4    10    74	RPs/Img: 3.20	IOU: 21.23%	Recall:13.51%	Precision:62.50%	C0: 0.00  C1: 0.33  C2: -nan  C3: 0.05  C4: 0.21 
    5    12    86	RPs/Img: 3.67	IOU: 20.85%	Recall:13.95%	Precision:54.55%	C0: 0.00  C1: 0.33  C2: -nan  C3: 0.08  C4: 0.21 
    6    17   100	RPs/Img: 4.57	IOU: 23.95%	Recall:17.00%	Precision:53.12%	C0: 0.00  C1: 0.33  C2: -nan  C3: 0.14  C4: 0.21 
    7    19   109	RPs/Img: 4.62	IOU: 24.07%	Recall:17.43%	Precision:51.35%	C0: 0.17  C1: 0.31  C2: -nan  C3: 0.14  C4: 0.21 
    8    19   110	RPs/Img: 4.11	IOU: 23.85%	Recall:17.27%	Precision:51.35%	C0: 0.17  C1: 0.29  C2: -nan  C3: 0.14  C4: 0.21 
    9    20   111	RPs/Img: 3.90	IOU: 24.13%	Recall:18.02%	Precision:51.28%	C0: 0.17  C1: 0.33  C2: -nan  C3: 0.14  C4: 0.21 
   10    22   119	RPs/Img: 3.82	IOU: 24.05%	Recall:18.49%	Precision:52.38%	C0: 0.29  C1: 0.33  C2: -nan  C3: 0.13  C4: 0.21 
   11    22   121	RPs/Img: 3.50	IOU: 23.65%	Recall:18.18%	Precision:52.38%	C0: 0.29  C1: 0.33  C2: -nan  C3: 0.13  C4: 0.21 
   12    25   130	RPs/Img: 3.54	IOU: 24.32%	Recall:19.23%	Precision:54.35%	C0: 0.38  C1: 0.35  C2: -nan  C3: 0.13  C4: 0.21 
   13    30   147	RPs/Img: 3.86	IOU: 25.19%	Recall:20.41%	Precision:55.56%	C0: 0.38  C1: 0.35  C2: 0.00  C3: 0.13  C4: 0.31 
   14    34   160	RPs/Img: 4.07	IOU: 26.00%	Recall:21.25%	Precision:55.74%	C0: 0.33  C1: 0.35  C2: 0.00  C3: 0.13  C4: 0.36 
   15    34   161	RPs/Img: 3.88	IOU: 26.02%	Recall:21.12%	Precision:54.84%	C0: 0.33  C1: 0.35  C2: 0.00  C3: 0.13  C4: 0.36 
   16    35   163	RPs/Img: 3.76	IOU: 26.20%	Recall:21.47%	Precision:54.69%	C0: 0.40  C1: 0.33  C2: 0.00  C3: 0.13  C4: 0.36 
   17    38   177	RPs/Img: 3.89	IOU: 26.42%	Recall:21.47%	Precision:54.29%	C0: 0.36  C1: 0.33  C2: 0.00  C3: 0.13  C4: 0.38 
   18    39   178	RPs/Img: 3.74	IOU: 26.62%	Recall:21.91%	Precision:54.93%	C0: 0.36  C1: 0.36  C2: 0.00  C3: 0.13  C4: 0.38 
   19    39   181	RPs/Img: 3.55	IOU: 26.18%	Recall:21.55%	Precision:54.93%	C0: 0.36  C1: 0.36  C2: 0.00  C3: 0.13  C4: 0.38 
   20    40   182	RPs/Img: 3.43	IOU: 26.40%	Recall:21.98%	Precision:55.56%	C0: 0.36  C1: 0.36  C2: 0.00  C3: 0.13  C4: 0.40 
   21    41   184	RPs/Img: 3.32	IOU: 26.43%	Recall:22.28%	Precision:56.16%	C0: 0.42  C1: 0.36  C2: 0.00  C3: 0.13  C4: 0.39 
   22    42   185	RPs/Img: 3.22	IOU: 26.70%	Recall:22.70%	Precision:56.76%	C0: 0.42  C1: 0.36  C2: 0.00  C3: 0.13  C4: 0.40 
   23    43   186	RPs/Img: 3.12	IOU: 27.00%	Recall:23.12%	Precision:57.33%	C0: 0.42  C1: 0.39  C2: 0.00  C3: 0.13  C4: 0.40 
   24    43   187	RPs/Img: 3.04	IOU: 27.06%	Recall:22.99%	Precision:56.58%	C0: 0.38  C1: 0.39  C2: 0.00  C3: 0.13  C4: 0.40 
   25    44   188	RPs/Img: 2.96	IOU: 27.22%	Recall:23.40%	Precision:57.14%	C0: 0.43  C1: 0.39  C2: 0.00  C3: 0.13  C4: 0.40 
   26    45   204	RPs/Img: 3.07	IOU: 26.44%	Recall:22.06%	Precision:54.22%	C0: 0.40  C1: 0.39  C2: 0.00  C3: 0.13  C4: 0.37 
   27    46   206	RPs/Img: 3.04	IOU: 26.68%	Recall:22.33%	Precision:54.12%	C0: 0.41  C1: 0.39  C2: 0.00  C3: 0.13  C4: 0.37 
   28    47   207	RPs/Img: 2.97	IOU: 26.83%	Recall:22.71%	Precision:54.65%	C0: 0.41  C1: 0.42  C2: 0.00  C3: 0.13  C4: 0.37 
