    0     1    35	RPs/Img: 5.00	IOU: 12.56%	Recall:2.86%	Precision:20.00%	RMSE:3.84 avgRMSE:3.84	C0: 1.00  C1: 0.00  C2: -nan  C3: 0.00  C4: 0.00 
    1     4    71	RPs/Img: 7.00	IOU: 17.57%	Recall:5.63%	Precision:28.57%	RMSE:3.63 avgRMSE:3.74	C0: 0.50  C1: 0.00  C2: -nan  C3: 0.02  C4: 0.11 
    2     5    72	RPs/Img: 5.00	IOU: 18.26%	Recall:6.94%	Precision:33.33%	RMSE:0.00 avgRMSE:2.49	C0: 0.50  C1: 0.10  C2: -nan  C3: 0.02  C4: 0.11 
    3     5    73	RPs/Img: 3.75	IOU: 18.01%	Recall:6.85%	Precision:33.33%	RMSE:1.00 avgRMSE:2.12	C0: 0.50  C1: 0.09  C2: -nan  C3: 0.02  C4: 0.11 
    4     6    74	RPs/Img: 3.20	IOU: 18.67%	Recall:8.11%	Precision:37.50%	RMSE:0.00 avgRMSE:1.69	C0: 0.50  C1: 0.17  C2: -nan  C3: 0.02  C4: 0.11 
    5     8    86	RPs/Img: 3.67	IOU: 18.59%	Recall:9.30%	Precision:36.36%	RMSE:2.61 avgRMSE:1.85	C0: 0.33  C1: 0.17  C2: -nan  C3: 0.06  C4: 0.11 
    6    12   100	RPs/Img: 4.57	IOU: 21.31%	Recall:12.00%	Precision:37.50%	RMSE:2.42 avgRMSE:1.93	C0: 0.25  C1: 0.17  C2: -nan  C3: 0.11  C4: 0.11 
    7    14   109	RPs/Img: 4.62	IOU: 21.82%	Recall:12.84%	Precision:37.84%	RMSE:1.73 avgRMSE:1.90	C0: 0.33  C1: 0.15  C2: -nan  C3: 0.11  C4: 0.11 
    8    14   110	RPs/Img: 4.11	IOU: 21.62%	Recall:12.73%	Precision:37.84%	RMSE:1.00 avgRMSE:1.80	C0: 0.33  C1: 0.14  C2: -nan  C3: 0.11  C4: 0.11 
    9    15   111	RPs/Img: 3.90	IOU: 22.16%	Recall:13.51%	Precision:38.46%	RMSE:0.00 avgRMSE:1.62	C0: 0.33  C1: 0.20  C2: -nan  C3: 0.11  C4: 0.11 
   10    18   119	RPs/Img: 3.82	IOU: 22.72%	Recall:15.13%	Precision:42.86%	RMSE:1.46 avgRMSE:1.61	C0: 0.43  C1: 0.28  C2: -nan  C3: 0.11  C4: 0.11 
   11    18   121	RPs/Img: 3.50	IOU: 22.35%	Recall:14.88%	Precision:42.86%	RMSE:1.41 avgRMSE:1.59	C0: 0.43  C1: 0.28  C2: -nan  C3: 0.10  C4: 0.11 
   12    22   130	RPs/Img: 3.54	IOU: 23.29%	Recall:16.92%	Precision:47.83%	RMSE:1.37 avgRMSE:1.58	C0: 0.50  C1: 0.30  C2: -nan  C3: 0.12  C4: 0.11 
   13    26   147	RPs/Img: 3.86	IOU: 23.91%	Recall:17.69%	Precision:48.15%	RMSE:2.24 avgRMSE:1.62	C0: 0.50  C1: 0.30  C2: 0.00  C3: 0.12  C4: 0.21 
   14    28   160	RPs/Img: 4.07	IOU: 24.50%	Recall:17.50%	Precision:45.90%	RMSE:1.98 avgRMSE:1.65	C0: 0.44  C1: 0.30  C2: 0.00  C3: 0.12  C4: 0.22 
   15    29   161	RPs/Img: 3.88	IOU: 24.74%	Recall:18.01%	Precision:46.77%	RMSE:0.00 avgRMSE:1.54	C0: 0.44  C1: 0.30  C2: 0.00  C3: 0.13  C4: 0.22 
   16    30   163	RPs/Img: 3.76	IOU: 24.83%	Recall:18.40%	Precision:46.88%	RMSE:0.71 avgRMSE:1.49	C0: 0.50  C1: 0.29  C2: 0.00  C3: 0.13  C4: 0.22 
   17    34   177	RPs/Img: 3.89	IOU: 25.29%	Recall:19.21%	Precision:48.57%	RMSE:1.71 avgRMSE:1.51	C0: 0.45  C1: 0.29  C2: 0.00  C3: 0.13  C4: 0.29 
   18    35   178	RPs/Img: 3.74	IOU: 25.44%	Recall:19.66%	Precision:49.30%	RMSE:0.00 avgRMSE:1.43	C0: 0.45  C1: 0.32  C2: 0.00  C3: 0.13  C4: 0.29 
   19    35   181	RPs/Img: 3.55	IOU: 25.02%	Recall:19.34%	Precision:49.30%	RMSE:1.73 avgRMSE:1.44	C0: 0.45  C1: 0.32  C2: 0.00  C3: 0.13  C4: 0.29 
   20    36   182	RPs/Img: 3.43	IOU: 25.25%	Recall:19.78%	Precision:50.00%	RMSE:0.00 avgRMSE:1.37	C0: 0.45  C1: 0.32  C2: 0.00  C3: 0.13  C4: 0.30 
