    0     2    35	RPs/Img: 5.00	IOU: 9.00%	Recall:5.71%	Precision:40.00%	C0: 0.00  C1: 0.25  C2: -nan  C3: 0.05  C4: 0.00 
    1     2    71	RPs/Img: 5.00	IOU: 8.05%	Recall:2.82%	Precision:20.00%	C0: 0.00  C1: 0.11  C2: -nan  C3: 0.02  C4: 0.00 
    2     3    72	RPs/Img: 3.67	IOU: 8.90%	Recall:4.17%	Precision:27.27%	C0: 0.00  C1: 0.20  C2: -nan  C3: 0.02  C4: 0.00 
    3     3    73	RPs/Img: 2.75	IOU: 8.78%	Recall:4.11%	Precision:27.27%	C0: 0.00  C1: 0.18  C2: -nan  C3: 0.02  C4: 0.00 
    4     3    74	RPs/Img: 2.60	IOU: 9.32%	Recall:4.05%	Precision:23.08%	C0: 0.00  C1: 0.17  C2: -nan  C3: 0.02  C4: 0.00 
    5     3    86	RPs/Img: 3.17	IOU: 10.13%	Recall:3.49%	Precision:15.79%	C0: 0.00  C1: 0.17  C2: -nan  C3: 0.02  C4: 0.00 
    6     3   100	RPs/Img: 3.43	IOU: 11.04%	Recall:3.00%	Precision:12.50%	C0: 0.00  C1: 0.17  C2: -nan  C3: 0.02  C4: 0.00 
    7     4   109	RPs/Img: 3.38	IOU: 11.59%	Recall:3.67%	Precision:14.81%	C0: 0.00  C1: 0.23  C2: -nan  C3: 0.01  C4: 0.00 
    8     4   110	RPs/Img: 3.00	IOU: 11.48%	Recall:3.64%	Precision:14.81%	C0: 0.00  C1: 0.21  C2: -nan  C3: 0.01  C4: 0.00 
    9     5   111	RPs/Img: 2.80	IOU: 11.89%	Recall:4.50%	Precision:17.86%	C0: 0.00  C1: 0.27  C2: -nan  C3: 0.01  C4: 0.00 
   10     8   119	RPs/Img: 2.91	IOU: 13.04%	Recall:6.72%	Precision:25.00%	C0: 0.14  C1: 0.28  C2: -nan  C3: 0.03  C4: 0.00 
   11     8   121	RPs/Img: 2.67	IOU: 12.83%	Recall:6.61%	Precision:25.00%	C0: 0.14  C1: 0.28  C2: -nan  C3: 0.03  C4: 0.00 
   12    10   130	RPs/Img: 2.77	IOU: 13.22%	Recall:7.69%	Precision:27.78%	C0: 0.25  C1: 0.25  C2: -nan  C3: 0.04  C4: 0.00 
   13    13   147	RPs/Img: 3.36	IOU: 14.42%	Recall:8.84%	Precision:27.66%	C0: 0.25  C1: 0.25  C2: 0.00  C3: 0.04  C4: 0.10 
