    0    26    35	RPs/Img: 29.00	IOU: 60.69%	Recall:74.29%	Precision:89.66%	RMSE:1.08 avgRMSE:1.08	C0: 1.00  C1: 0.75  C2: -nan  C3: 0.70  C4: 0.80 
    1    52    71	RPs/Img: 30.00	IOU: 58.83%	Recall:73.24%	Precision:86.67%	RMSE:1.22 avgRMSE:1.15	C0: 0.50  C1: 0.67  C2: -nan  C3: 0.68  C4: 0.89 
    2    52    72	RPs/Img: 20.33	IOU: 58.63%	Recall:72.22%	Precision:85.25%	RMSE:1.00 avgRMSE:1.10	C0: 0.50  C1: 0.60  C2: -nan  C3: 0.68  C4: 0.89 
    3    52    73	RPs/Img: 15.25	IOU: 57.83%	Recall:71.23%	Precision:85.25%	RMSE:1.00 avgRMSE:1.08	C0: 0.50  C1: 0.55  C2: -nan  C3: 0.68  C4: 0.89 
    4    52    74	RPs/Img: 12.60	IOU: 57.66%	Recall:70.27%	Precision:82.54%	RMSE:1.00 avgRMSE:1.06	C0: 0.50  C1: 0.50  C2: -nan  C3: 0.68  C4: 0.89 
    5    56    86	RPs/Img: 11.33	IOU: 53.77%	Recall:65.12%	Precision:82.35%	RMSE:2.04 avgRMSE:1.22	C0: 0.33  C1: 0.50  C2: -nan  C3: 0.62  C4: 0.89 
    6    64   100	RPs/Img: 10.86	IOU: 53.77%	Recall:64.00%	Precision:84.21%	RMSE:1.60 avgRMSE:1.28	C0: 0.50  C1: 0.50  C2: -nan  C3: 0.60  C4: 0.89 
    7    71   109	RPs/Img: 10.62	IOU: 54.96%	Recall:65.14%	Precision:83.53%	RMSE:0.67 avgRMSE:1.20	C0: 0.67  C1: 0.54  C2: -nan  C3: 0.61  C4: 0.89 
    8    71   110	RPs/Img: 9.44	IOU: 54.46%	Recall:64.55%	Precision:83.53%	RMSE:1.00 avgRMSE:1.18	C0: 0.67  C1: 0.50  C2: -nan  C3: 0.61  C4: 0.89 
    9    72   111	RPs/Img: 8.60	IOU: 54.75%	Recall:64.86%	Precision:83.72%	RMSE:0.00 avgRMSE:1.06	C0: 0.67  C1: 0.53  C2: -nan  C3: 0.61  C4: 0.89 
   10    79   119	RPs/Img: 8.82	IOU: 55.53%	Recall:66.39%	Precision:81.44%	RMSE:0.35 avgRMSE:1.00	C0: 0.71  C1: 0.56  C2: -nan  C3: 0.63  C4: 0.89 
   11    79   121	RPs/Img: 8.08	IOU: 54.62%	Recall:65.29%	Precision:81.44%	RMSE:1.41 avgRMSE:1.03	C0: 0.71  C1: 0.56  C2: -nan  C3: 0.61  C4: 0.89 
   12    87   130	RPs/Img: 8.77	IOU: 55.74%	Recall:66.92%	Precision:76.32%	RMSE:0.33 avgRMSE:0.98	C0: 0.75  C1: 0.55  C2: -nan  C3: 0.64  C4: 0.89 
   13    99   147	RPs/Img: 8.86	IOU: 55.75%	Recall:67.35%	Precision:79.84%	RMSE:1.21 avgRMSE:1.00	C0: 0.75  C1: 0.55  C2: 0.29  C3: 0.64  C4: 0.93 
   14   105   160	RPs/Img: 8.80	IOU: 55.80%	Recall:65.62%	Precision:79.55%	RMSE:1.27 avgRMSE:1.01	C0: 0.67  C1: 0.55  C2: 0.25  C3: 0.64  C4: 0.89 
   15   106   161	RPs/Img: 8.31	IOU: 55.99%	Recall:65.84%	Precision:79.70%	RMSE:0.00 avgRMSE:0.95	C0: 0.67  C1: 0.55  C2: 0.25  C3: 0.64  C4: 0.89 
   16   108   163	RPs/Img: 8.00	IOU: 56.14%	Recall:66.26%	Precision:79.41%	RMSE:0.00 avgRMSE:0.89	C0: 0.70  C1: 0.57  C2: 0.25  C3: 0.64  C4: 0.89 
   17   117   177	RPs/Img: 8.00	IOU: 55.90%	Recall:66.10%	Precision:81.25%	RMSE:1.10 avgRMSE:0.91	C0: 0.73  C1: 0.57  C2: 0.28  C3: 0.64  C4: 0.88 
   18   118   178	RPs/Img: 7.63	IOU: 56.01%	Recall:66.29%	Precision:81.38%	RMSE:0.00 avgRMSE:0.86	C0: 0.73  C1: 0.59  C2: 0.28  C3: 0.64  C4: 0.88 
   19   118   181	RPs/Img: 7.25	IOU: 55.08%	Recall:65.19%	Precision:81.38%	RMSE:1.73 avgRMSE:0.90	C0: 0.73  C1: 0.59  C2: 0.24  C3: 0.64  C4: 0.88 
   20   119   182	RPs/Img: 6.95	IOU: 55.24%	Recall:65.38%	Precision:81.51%	RMSE:0.00 avgRMSE:0.86	C0: 0.73  C1: 0.59  C2: 0.24  C3: 0.64  C4: 0.88 
   21   120   184	RPs/Img: 6.73	IOU: 55.30%	Recall:65.22%	Precision:81.08%	RMSE:0.71 avgRMSE:0.85	C0: 0.75  C1: 0.59  C2: 0.24  C3: 0.64  C4: 0.86 
   22   121   185	RPs/Img: 6.52	IOU: 55.46%	Recall:65.41%	Precision:80.67%	RMSE:0.00 avgRMSE:0.81	C0: 0.75  C1: 0.59  C2: 0.24  C3: 0.64  C4: 0.87 
   23   122   186	RPs/Img: 6.29	IOU: 55.59%	Recall:65.59%	Precision:80.79%	RMSE:0.00 avgRMSE:0.78	C0: 0.75  C1: 0.61  C2: 0.24  C3: 0.64  C4: 0.87 
   24   123   187	RPs/Img: 6.12	IOU: 55.69%	Recall:65.78%	Precision:80.39%	RMSE:0.00 avgRMSE:0.75	C0: 0.77  C1: 0.61  C2: 0.24  C3: 0.64  C4: 0.87 
   25   124   188	RPs/Img: 5.92	IOU: 55.86%	Recall:65.96%	Precision:80.52%	RMSE:0.00 avgRMSE:0.72	C0: 0.79  C1: 0.61  C2: 0.24  C3: 0.64  C4: 0.87 
   26   133   204	RPs/Img: 6.19	IOU: 55.38%	Recall:65.20%	Precision:79.64%	RMSE:1.15 avgRMSE:0.74	C0: 0.73  C1: 0.61  C2: 0.26  C3: 0.63  C4: 0.88 
   27   135   206	RPs/Img: 6.07	IOU: 55.60%	Recall:65.53%	Precision:79.41%	RMSE:0.00 avgRMSE:0.71	C0: 0.76  C1: 0.61  C2: 0.26  C3: 0.63  C4: 0.88 
   28   136   207	RPs/Img: 5.90	IOU: 55.68%	Recall:65.70%	Precision:79.53%	RMSE:0.00 avgRMSE:0.69	C0: 0.76  C1: 0.62  C2: 0.26  C3: 0.63  C4: 0.88 
   29   140   218	RPs/Img: 6.03	IOU: 54.72%	Recall:64.22%	Precision:77.35%	RMSE:1.31 avgRMSE:0.71	C0: 0.76  C1: 0.64  C2: 0.23  C3: 0.62  C4: 0.84 
   30   147   228	RPs/Img: 6.13	IOU: 54.96%	Recall:64.47%	Precision:77.37%	RMSE:0.71 avgRMSE:0.71	C0: 0.78  C1: 0.64  C2: 0.24  C3: 0.63  C4: 0.84 
   31   157   244	RPs/Img: 6.41	IOU: 54.77%	Recall:64.34%	Precision:76.59%	RMSE:0.94 avgRMSE:0.71	C0: 0.79  C1: 0.67  C2: 0.23  C3: 0.64  C4: 0.81 
   32   158   245	RPs/Img: 6.30	IOU: 54.89%	Recall:64.49%	Precision:75.96%	RMSE:0.00 avgRMSE:0.69	C0: 0.79  C1: 0.68  C2: 0.23  C3: 0.64  C4: 0.81 
   33   160   247	RPs/Img: 6.21	IOU: 54.94%	Recall:64.78%	Precision:75.83%	RMSE:0.00 avgRMSE:0.67	C0: 0.80  C1: 0.69  C2: 0.23  C3: 0.64  C4: 0.81 
   34   161   248	RPs/Img: 6.11	IOU: 55.00%	Recall:64.92%	Precision:75.23%	RMSE:0.00 avgRMSE:0.65	C0: 0.80  C1: 0.70  C2: 0.23  C3: 0.64  C4: 0.81 
   35   161   250	RPs/Img: 5.94	IOU: 54.56%	Recall:64.40%	Precision:75.23%	RMSE:0.71 avgRMSE:0.65	C0: 0.80  C1: 0.70  C2: 0.23  C3: 0.63  C4: 0.81 
   36   161   251	RPs/Img: 5.78	IOU: 54.34%	Recall:64.14%	Precision:75.23%	RMSE:1.00 avgRMSE:0.66	C0: 0.80  C1: 0.70  C2: 0.23  C3: 0.62  C4: 0.81 
   37   162   253	RPs/Img: 5.66	IOU: 54.23%	Recall:64.03%	Precision:75.35%	RMSE:0.00 avgRMSE:0.65	C0: 0.80  C1: 0.71  C2: 0.23  C3: 0.62  C4: 0.81 
