    0    20    35	RPs/Img: 20.00	IOU: 51.28%	Recall:57.14%	Precision:100.00%	C0: 1.00  C1: 0.50  C2: -nan  C3: 0.45  C4: 0.80 
    1    38    71	RPs/Img: 18.50	IOU: 48.46%	Recall:53.52%	Precision:102.70%	C0: 0.50  C1: 0.56  C2: -nan  C3: 0.44  C4: 0.74 
    2    38    72	RPs/Img: 12.67	IOU: 48.40%	Recall:52.78%	Precision:100.00%	C0: 0.50  C1: 0.50  C2: -nan  C3: 0.44  C4: 0.74 
    3    38    73	RPs/Img: 9.50	IOU: 47.74%	Recall:52.05%	Precision:100.00%	C0: 0.50  C1: 0.45  C2: -nan  C3: 0.44  C4: 0.74 
    4    38    74	RPs/Img: 7.80	IOU: 47.68%	Recall:51.35%	Precision:97.44%	C0: 0.50  C1: 0.42  C2: -nan  C3: 0.44  C4: 0.74 
    5    44    86	RPs/Img: 8.00	IOU: 48.05%	Recall:51.16%	Precision:91.67%	C0: 0.33  C1: 0.42  C2: -nan  C3: 0.46  C4: 0.74 
    6    52   100	RPs/Img: 7.86	IOU: 48.62%	Recall:52.00%	Precision:94.55%	C0: 0.50  C1: 0.42  C2: -nan  C3: 0.48  C4: 0.74 
    7    60   109	RPs/Img: 8.00	IOU: 50.55%	Recall:55.05%	Precision:93.75%	C0: 0.67  C1: 0.46  C2: -nan  C3: 0.51  C4: 0.74 
    8    60   110	RPs/Img: 7.11	IOU: 50.09%	Recall:54.55%	Precision:93.75%	C0: 0.67  C1: 0.43  C2: -nan  C3: 0.51  C4: 0.74 
    9    61   111	RPs/Img: 6.50	IOU: 50.44%	Recall:54.95%	Precision:93.85%	C0: 0.67  C1: 0.47  C2: -nan  C3: 0.51  C4: 0.74 
   10    68   119	RPs/Img: 6.55	IOU: 51.71%	Recall:57.14%	Precision:94.44%	C0: 0.71  C1: 0.50  C2: -nan  C3: 0.53  C4: 0.74 
   11    68   121	RPs/Img: 6.00	IOU: 50.86%	Recall:56.20%	Precision:94.44%	C0: 0.71  C1: 0.50  C2: -nan  C3: 0.52  C4: 0.74 
   12    76   130	RPs/Img: 6.46	IOU: 52.22%	Recall:58.46%	Precision:90.48%	C0: 0.75  C1: 0.50  C2: -nan  C3: 0.55  C4: 0.74 
   13    86   147	RPs/Img: 6.71	IOU: 52.02%	Recall:58.50%	Precision:91.49%	C0: 0.75  C1: 0.50  C2: 0.14  C3: 0.55  C4: 0.79 
   14    92   160	RPs/Img: 6.80	IOU: 52.49%	Recall:57.50%	Precision:90.20%	C0: 0.78  C1: 0.50  C2: 0.08  C3: 0.55  C4: 0.78 
   15    93   161	RPs/Img: 6.44	IOU: 52.68%	Recall:57.76%	Precision:90.29%	C0: 0.78  C1: 0.50  C2: 0.08  C3: 0.56  C4: 0.78 
   16    94   163	RPs/Img: 6.12	IOU: 52.55%	Recall:57.67%	Precision:90.38%	C0: 0.80  C1: 0.48  C2: 0.08  C3: 0.56  C4: 0.78 
   17   104   177	RPs/Img: 6.28	IOU: 52.72%	Recall:58.76%	Precision:92.04%	C0: 0.82  C1: 0.48  C2: 0.17  C3: 0.56  C4: 0.81 
   18   105   178	RPs/Img: 6.00	IOU: 52.91%	Recall:58.99%	Precision:92.11%	C0: 0.82  C1: 0.50  C2: 0.17  C3: 0.56  C4: 0.81 
   19   105   181	RPs/Img: 5.70	IOU: 52.03%	Recall:58.01%	Precision:92.11%	C0: 0.82  C1: 0.50  C2: 0.14  C3: 0.56  C4: 0.81 
   20   106   182	RPs/Img: 5.48	IOU: 52.15%	Recall:58.24%	Precision:92.17%	C0: 0.82  C1: 0.50  C2: 0.14  C3: 0.56  C4: 0.81 
   21   107   184	RPs/Img: 5.32	IOU: 52.23%	Recall:58.15%	Precision:91.45%	C0: 0.83  C1: 0.50  C2: 0.14  C3: 0.56  C4: 0.80 
   22   108   185	RPs/Img: 5.17	IOU: 52.40%	Recall:58.38%	Precision:90.76%	C0: 0.83  C1: 0.50  C2: 0.14  C3: 0.56  C4: 0.80 
   23   109   186	RPs/Img: 5.00	IOU: 52.59%	Recall:58.60%	Precision:90.83%	C0: 0.83  C1: 0.52  C2: 0.14  C3: 0.56  C4: 0.80 
   24   110   187	RPs/Img: 4.88	IOU: 52.73%	Recall:58.82%	Precision:90.16%	C0: 0.85  C1: 0.52  C2: 0.14  C3: 0.56  C4: 0.80 
   25   111   188	RPs/Img: 4.73	IOU: 52.88%	Recall:59.04%	Precision:90.24%	C0: 0.86  C1: 0.52  C2: 0.14  C3: 0.56  C4: 0.80 
   26   120   204	RPs/Img: 4.93	IOU: 52.91%	Recall:58.82%	Precision:90.23%	C0: 0.80  C1: 0.52  C2: 0.19  C3: 0.55  C4: 0.83 
   27   122   206	RPs/Img: 4.86	IOU: 53.13%	Recall:59.22%	Precision:89.71%	C0: 0.82  C1: 0.52  C2: 0.19  C3: 0.55  C4: 0.83 
   28   123   207	RPs/Img: 4.72	IOU: 53.24%	Recall:59.42%	Precision:89.78%	C0: 0.82  C1: 0.54  C2: 0.19  C3: 0.55  C4: 0.83 
   29   127   218	RPs/Img: 4.77	IOU: 52.50%	Recall:58.26%	Precision:88.81%	C0: 0.82  C1: 0.56  C2: 0.17  C3: 0.55  C4: 0.79 
   30   135   228	RPs/Img: 4.84	IOU: 53.17%	Recall:59.21%	Precision:90.00%	C0: 0.83  C1: 0.56  C2: 0.18  C3: 0.56  C4: 0.80 
   31   145   244	RPs/Img: 5.03	IOU: 52.85%	Recall:59.43%	Precision:90.06%	C0: 0.84  C1: 0.59  C2: 0.20  C3: 0.55  C4: 0.78 
   32   146   245	RPs/Img: 4.91	IOU: 52.98%	Recall:59.59%	Precision:90.12%	C0: 0.84  C1: 0.61  C2: 0.20  C3: 0.55  C4: 0.78 
   33   147   247	RPs/Img: 4.82	IOU: 52.85%	Recall:59.51%	Precision:89.63%	C0: 0.80  C1: 0.62  C2: 0.20  C3: 0.55  C4: 0.78 
   34   148   248	RPs/Img: 4.74	IOU: 52.97%	Recall:59.68%	Precision:89.16%	C0: 0.80  C1: 0.63  C2: 0.20  C3: 0.55  C4: 0.78 
   35   148   250	RPs/Img: 4.61	IOU: 52.55%	Recall:59.20%	Precision:89.16%	C0: 0.80  C1: 0.63  C2: 0.20  C3: 0.55  C4: 0.78 
   36   148   251	RPs/Img: 4.49	IOU: 52.34%	Recall:58.96%	Precision:89.16%	C0: 0.80  C1: 0.63  C2: 0.20  C3: 0.54  C4: 0.78 
   37   149   253	RPs/Img: 4.39	IOU: 52.23%	Recall:58.89%	Precision:89.22%	C0: 0.80  C1: 0.65  C2: 0.20  C3: 0.54  C4: 0.78 
   38   150   254	RPs/Img: 4.33	IOU: 52.35%	Recall:59.06%	Precision:88.76%	C0: 0.80  C1: 0.66  C2: 0.20  C3: 0.54  C4: 0.78 
   39   150   257	RPs/Img: 4.25	IOU: 51.93%	Recall:58.37%	Precision:88.24%	C0: 0.80  C1: 0.60  C2: 0.20  C3: 0.54  C4: 0.78 
   40   150   258	RPs/Img: 4.20	IOU: 51.88%	Recall:58.14%	Precision:87.21%	C0: 0.80  C1: 0.58  C2: 0.20  C3: 0.54  C4: 0.78 
   41   150   260	RPs/Img: 4.17	IOU: 51.64%	Recall:57.69%	Precision:85.71%	C0: 0.80  C1: 0.55  C2: 0.20  C3: 0.54  C4: 0.78 
   42   150   261	RPs/Img: 4.12	IOU: 51.44%	Recall:57.47%	Precision:84.75%	C0: 0.76  C1: 0.55  C2: 0.20  C3: 0.54  C4: 0.78 
   43   150   262	RPs/Img: 4.02	IOU: 51.24%	Recall:57.25%	Precision:84.75%	C0: 0.76  C1: 0.54  C2: 0.20  C3: 0.54  C4: 0.78 
   44   150   263	RPs/Img: 3.93	IOU: 51.05%	Recall:57.03%	Precision:84.75%	C0: 0.73  C1: 0.54  C2: 0.20  C3: 0.54  C4: 0.78 
   45   150   264	RPs/Img: 3.87	IOU: 50.86%	Recall:56.82%	Precision:84.27%	C0: 0.70  C1: 0.54  C2: 0.20  C3: 0.54  C4: 0.78 
   46   154   301	RPs/Img: 3.87	IOU: 47.18%	Recall:51.16%	Precision:84.62%	C0: 0.67  C1: 0.55  C2: 0.20  C3: 0.47  C4: 0.64 
   47   154   308	RPs/Img: 3.79	IOU: 46.11%	Recall:50.00%	Precision:84.62%	C0: 0.67  C1: 0.55  C2: 0.20  C3: 0.45  C4: 0.63 
   48   157   335	RPs/Img: 3.76	IOU: 43.40%	Recall:46.87%	Precision:85.33%	C0: 0.64  C1: 0.56  C2: 0.20  C3: 0.41  C4: 0.56 
   49   157   336	RPs/Img: 3.68	IOU: 43.27%	Recall:46.73%	Precision:85.33%	C0: 0.64  C1: 0.56  C2: 0.20  C3: 0.41  C4: 0.56 
   50   160   342	RPs/Img: 3.65	IOU: 43.13%	Recall:46.78%	Precision:86.02%	C0: 0.65  C1: 0.56  C2: 0.20  C3: 0.40  C4: 0.56 
   51   174   363	RPs/Img: 3.81	IOU: 43.76%	Recall:47.93%	Precision:87.88%	C0: 0.65  C1: 0.56  C2: 0.20  C3: 0.43  C4: 0.57 
   52   177   379	RPs/Img: 3.77	IOU: 42.84%	Recall:46.70%	Precision:88.50%	C0: 0.65  C1: 0.56  C2: 0.20  C3: 0.41  C4: 0.55 
   53   179   390	RPs/Img: 3.74	IOU: 42.37%	Recall:45.90%	Precision:88.61%	C0: 0.67  C1: 0.56  C2: 0.20  C3: 0.40  C4: 0.55 
   54   179   392	RPs/Img: 3.67	IOU: 42.15%	Recall:45.66%	Precision:88.61%	C0: 0.67  C1: 0.55  C2: 0.20  C3: 0.40  C4: 0.55 
   55   189   406	RPs/Img: 3.79	IOU: 42.80%	Recall:46.55%	Precision:89.15%	C0: 0.67  C1: 0.55  C2: 0.20  C3: 0.41  C4: 0.56 
   56   193   414	RPs/Img: 3.79	IOU: 42.93%	Recall:46.62%	Precision:89.35%	C0: 0.67  C1: 0.55  C2: 0.20  C3: 0.41  C4: 0.57 
   57   196   430	RPs/Img: 3.78	IOU: 41.92%	Recall:45.58%	Precision:89.50%	C0: 0.67  C1: 0.55  C2: 0.20  C3: 0.39  C4: 0.56 
   58   197   434	RPs/Img: 3.73	IOU: 41.76%	Recall:45.39%	Precision:89.55%	C0: 0.67  C1: 0.53  C2: 0.20  C3: 0.38  C4: 0.56 
   59   197   436	RPs/Img: 3.67	IOU: 41.57%	Recall:45.18%	Precision:89.55%	C0: 0.67  C1: 0.52  C2: 0.20  C3: 0.38  C4: 0.56 
   60   212   456	RPs/Img: 3.85	IOU: 42.31%	Recall:46.49%	Precision:90.21%	C0: 0.67  C1: 0.52  C2: 0.20  C3: 0.41  C4: 0.57 
   61   215   463	RPs/Img: 3.84	IOU: 42.41%	Recall:46.44%	Precision:90.34%	C0: 0.68  C1: 0.52  C2: 0.20  C3: 0.40  C4: 0.57 
   62   216   465	RPs/Img: 3.79	IOU: 42.40%	Recall:46.45%	Precision:90.38%	C0: 0.69  C1: 0.52  C2: 0.20  C3: 0.40  C4: 0.57 
   63   226   530	RPs/Img: 3.95	IOU: 40.43%	Recall:42.64%	Precision:89.33%	C0: 0.69  C1: 0.52  C2: 0.20  C3: 0.39  C4: 0.44 
   64   234   546	RPs/Img: 4.02	IOU: 40.67%	Recall:42.86%	Precision:89.66%	C0: 0.70  C1: 0.52  C2: 0.20  C3: 0.39  C4: 0.45 
   65   235   550	RPs/Img: 3.97	IOU: 40.54%	Recall:42.73%	Precision:89.69%	C0: 0.70  C1: 0.53  C2: 0.20  C3: 0.39  C4: 0.44 
   66   250   599	RPs/Img: 4.10	IOU: 39.92%	Recall:41.74%	Precision:90.91%	C0: 0.71  C1: 0.53  C2: 0.20  C3: 0.39  C4: 0.42 
   67   269   646	RPs/Img: 4.35	IOU: 40.36%	Recall:41.64%	Precision:90.88%	C0: 0.72  C1: 0.53  C2: 0.20  C3: 0.39  C4: 0.42 
   68   284   710	RPs/Img: 4.48	IOU: 38.93%	Recall:40.00%	Precision:91.91%	C0: 0.70  C1: 0.53  C2: 0.20  C3: 0.38  C4: 0.39 
   69   289   719	RPs/Img: 4.47	IOU: 38.99%	Recall:40.19%	Precision:92.33%	C0: 0.71  C1: 0.53  C2: 0.20  C3: 0.38  C4: 0.39 
   70   298   747	RPs/Img: 4.54	IOU: 38.59%	Recall:39.89%	Precision:92.55%	C0: 0.71  C1: 0.53  C2: 0.20  C3: 0.38  C4: 0.38 
   71   309   778	RPs/Img: 4.61	IOU: 38.41%	Recall:39.72%	Precision:93.07%	C0: 0.71  C1: 0.53  C2: 0.20  C3: 0.38  C4: 0.38 
   72   321   835	RPs/Img: 4.70	IOU: 37.36%	Recall:38.44%	Precision:93.59%	C0: 0.69  C1: 0.53  C2: 0.20  C3: 0.38  C4: 0.36 
   73   333   855	RPs/Img: 4.80	IOU: 37.65%	Recall:38.95%	Precision:93.80%	C0: 0.70  C1: 0.53  C2: 0.20  C3: 0.38  C4: 0.37 
   74   336   876	RPs/Img: 4.79	IOU: 37.20%	Recall:38.36%	Precision:93.59%	C0: 0.67  C1: 0.53  C2: 0.20  C3: 0.38  C4: 0.36 
   75   351   917	RPs/Img: 4.96	IOU: 37.55%	Recall:38.28%	Precision:93.10%	C0: 0.67  C1: 0.53  C2: 0.20  C3: 0.38  C4: 0.36 
   76   355   923	RPs/Img: 4.95	IOU: 37.62%	Recall:38.46%	Precision:93.18%	C0: 0.68  C1: 0.55  C2: 0.20  C3: 0.38  C4: 0.36 
   77   356   924	RPs/Img: 4.90	IOU: 37.68%	Recall:38.53%	Precision:93.19%	C0: 0.68  C1: 0.55  C2: 0.20  C3: 0.38  C4: 0.36 
   78   357   925	RPs/Img: 4.85	IOU: 37.72%	Recall:38.59%	Precision:93.21%	C0: 0.68  C1: 0.56  C2: 0.20  C3: 0.38  C4: 0.36 
   79   358   926	RPs/Img: 4.80	IOU: 37.77%	Recall:38.66%	Precision:93.23%	C0: 0.68  C1: 0.57  C2: 0.20  C3: 0.38  C4: 0.36 
   80   359   927	RPs/Img: 4.75	IOU: 37.82%	Recall:38.73%	Precision:93.25%	C0: 0.68  C1: 0.57  C2: 0.20  C3: 0.38  C4: 0.36 
   81   360   928	RPs/Img: 4.71	IOU: 37.87%	Recall:38.79%	Precision:93.26%	C0: 0.68  C1: 0.58  C2: 0.20  C3: 0.38  C4: 0.36 
   82   362   932	RPs/Img: 4.69	IOU: 37.94%	Recall:38.84%	Precision:93.06%	C0: 0.68  C1: 0.58  C2: 0.20  C3: 0.38  C4: 0.37 
   83   365   939	RPs/Img: 4.68	IOU: 37.98%	Recall:38.87%	Precision:92.88%	C0: 0.68  C1: 0.58  C2: 0.20  C3: 0.38  C4: 0.37 
